#HEADER,2017-06-01 12:42:53, Logfile newly created as 'background-darkness-CPM.log'
#LOGGING with cycle 3.0 sec, and mode 'CPM', using device 'GMC-300E Plus v4.20'
   1415,2017-06-01 13:53:50, 20
   1416,2017-06-01 13:53:53, 19
   1417,2017-06-01 13:53:56, 19
   1418,2017-06-01 13:53:59, 19
   1419,2017-06-01 13:54:02, 19
   1420,2017-06-01 13:54:05, 15
   1421,2017-06-01 13:54:08, 14
   1422,2017-06-01 13:54:11, 13
   1423,2017-06-01 13:54:14, 13
   1424,2017-06-01 13:54:17, 14
   1425,2017-06-01 13:54:20, 15
   1426,2017-06-01 13:54:23, 15
   1427,2017-06-01 13:54:26, 17
   1428,2017-06-01 13:54:29, 19
   1429,2017-06-01 13:54:32, 19
   1430,2017-06-01 13:54:35, 17
   1431,2017-06-01 13:54:38, 15
   1432,2017-06-01 13:54:41, 16
   1433,2017-06-01 13:54:44, 18
   1434,2017-06-01 13:54:47, 18
   1435,2017-06-01 13:54:50, 18
   1436,2017-06-01 13:54:53, 17
   1437,2017-06-01 13:54:56, 18
   1438,2017-06-01 13:54:59, 18
   1439,2017-06-01 13:55:02, 18
   1440,2017-06-01 13:55:05, 19
   1441,2017-06-01 13:55:08, 20
   1442,2017-06-01 13:55:11, 18
   1443,2017-06-01 13:55:14, 19
   1444,2017-06-01 13:55:17, 20
   1445,2017-06-01 13:55:20, 19
   1446,2017-06-01 13:55:23, 19
   1447,2017-06-01 13:55:26, 19
   1448,2017-06-01 13:55:29, 19
   1449,2017-06-01 13:55:32, 20
   1450,2017-06-01 13:55:35, 19
   1451,2017-06-01 13:55:38, 23
   1452,2017-06-01 13:55:41, 23
   1453,2017-06-01 13:55:44, 23
   1454,2017-06-01 13:55:47, 25
   1455,2017-06-01 13:55:50, 26
   1456,2017-06-01 13:55:53, 26
   1457,2017-06-01 13:55:56, 25
   1458,2017-06-01 13:55:59, 25
   1459,2017-06-01 13:56:02, 25
   1460,2017-06-01 13:56:05, 25
   1461,2017-06-01 13:56:08, 24
   1462,2017-06-01 13:56:11, 23
   1463,2017-06-01 13:56:14, 21
   1464,2017-06-01 13:56:17, 20
   1465,2017-06-01 13:56:20, 22
   1466,2017-06-01 13:56:23, 21
   1467,2017-06-01 13:56:26, 19
   1468,2017-06-01 13:56:29, 20
   1469,2017-06-01 13:56:32, 19
   1470,2017-06-01 13:56:35, 20
   1471,2017-06-01 13:56:38, 17
   1472,2017-06-01 13:56:41, 17
   1473,2017-06-01 13:56:44, 15
   1474,2017-06-01 13:56:47, 11
   1475,2017-06-01 13:56:50, 12
   1476,2017-06-01 13:56:53, 13
   1477,2017-06-01 13:56:56, 14
   1478,2017-06-01 13:56:59, 16
   1479,2017-06-01 13:57:02, 17
   1480,2017-06-01 13:57:05, 16
   1481,2017-06-01 13:57:08, 17
   1482,2017-06-01 13:57:11, 17
   1483,2017-06-01 13:57:14, 19
   1484,2017-06-01 13:57:17, 19
   1485,2017-06-01 13:57:20, 17
   1486,2017-06-01 13:57:23, 18
   1487,2017-06-01 13:57:26, 19
   1488,2017-06-01 13:57:29, 16
   1489,2017-06-01 13:57:32, 17
   1490,2017-06-01 13:57:35, 16
   1491,2017-06-01 13:57:38, 16
   1492,2017-06-01 13:57:41, 15
   1493,2017-06-01 13:57:44, 17
   1494,2017-06-01 13:57:47, 19
   1495,2017-06-01 13:57:50, 18
   1496,2017-06-01 13:57:53, 18
   1497,2017-06-01 13:57:56, 17
   1498,2017-06-01 13:57:59, 15
   1499,2017-06-01 13:58:02, 16
   1500,2017-06-01 13:58:05, 17
   1501,2017-06-01 13:58:08, 17
   1502,2017-06-01 13:58:11, 18
   1503,2017-06-01 13:58:14, 18
   1504,2017-06-01 13:58:17, 18
   1505,2017-06-01 13:58:20, 18
   1506,2017-06-01 13:58:23, 17
   1507,2017-06-01 13:58:26, 16
   1508,2017-06-01 13:58:29, 16
   1509,2017-06-01 13:58:32, 16
   1510,2017-06-01 13:58:35, 17
   1511,2017-06-01 13:58:38, 17
   1512,2017-06-01 13:58:41, 17
   1513,2017-06-01 13:58:44, 15
   1514,2017-06-01 13:58:47, 15
   1515,2017-06-01 13:58:50, 14
   1516,2017-06-01 13:58:53, 14
   1517,2017-06-01 13:58:56, 15
   1518,2017-06-01 13:58:59, 15
   1519,2017-06-01 13:59:02, 17
   1520,2017-06-01 13:59:05, 16
   1521,2017-06-01 13:59:08, 16
   1522,2017-06-01 13:59:11, 17
   1523,2017-06-01 13:59:14, 16
   1524,2017-06-01 13:59:17, 14
   1525,2017-06-01 13:59:20, 15
   1526,2017-06-01 13:59:23, 15
   1527,2017-06-01 13:59:26, 16
   1528,2017-06-01 13:59:29, 16
   1529,2017-06-01 13:59:32, 18
   1530,2017-06-01 13:59:35, 17
   1531,2017-06-01 13:59:38, 19
   1532,2017-06-01 13:59:41, 19
   1533,2017-06-01 13:59:44, 20
   1534,2017-06-01 13:59:47, 20
   1535,2017-06-01 13:59:50, 20
   1536,2017-06-01 13:59:53, 20
   1537,2017-06-01 13:59:56, 20
   1538,2017-06-01 13:59:59, 22
   1539,2017-06-01 14:00:02, 19
   1540,2017-06-01 14:00:05, 20
   1541,2017-06-01 14:00:08, 18
   1542,2017-06-01 14:00:11, 18
   1543,2017-06-01 14:00:14, 18
   1544,2017-06-01 14:00:17, 18
   1545,2017-06-01 14:00:20, 20
   1546,2017-06-01 14:00:23, 21
   1547,2017-06-01 14:00:26, 23
   1548,2017-06-01 14:00:29, 25
   1549,2017-06-01 14:00:32, 25
   1550,2017-06-01 14:00:35, 25
   1551,2017-06-01 14:00:38, 22
   1552,2017-06-01 14:00:41, 24
   1553,2017-06-01 14:00:44, 23
   1554,2017-06-01 14:00:47, 23
   1555,2017-06-01 14:00:50, 22
   1556,2017-06-01 14:00:53, 21
   1557,2017-06-01 14:00:56, 25
   1558,2017-06-01 14:00:59, 24
   1559,2017-06-01 14:01:02, 26
   1560,2017-06-01 14:01:05, 28
   1561,2017-06-01 14:01:08, 29
   1562,2017-06-01 14:01:11, 28
   1563,2017-06-01 14:01:14, 31
   1564,2017-06-01 14:01:17, 31
   1565,2017-06-01 14:01:20, 29
   1566,2017-06-01 14:01:23, 30
   1567,2017-06-01 14:01:26, 27
   1568,2017-06-01 14:01:29, 26
   1569,2017-06-01 14:01:32, 25
   1570,2017-06-01 14:01:35, 27
   1571,2017-06-01 14:01:38, 27
   1572,2017-06-01 14:01:41, 29
   1573,2017-06-01 14:01:44, 29
   1574,2017-06-01 14:01:47, 29
   1575,2017-06-01 14:01:50, 30
   1576,2017-06-01 14:01:53, 30
   1577,2017-06-01 14:01:56, 27
   1578,2017-06-01 14:01:59, 26
   1579,2017-06-01 14:02:02, 28
   1580,2017-06-01 14:02:05, 26
   1581,2017-06-01 14:02:08, 26
   1582,2017-06-01 14:02:11, 26
   1583,2017-06-01 14:02:14, 24
   1584,2017-06-01 14:02:17, 24
   1585,2017-06-01 14:02:20, 25
   1586,2017-06-01 14:02:23, 23
   1587,2017-06-01 14:02:26, 23
   1588,2017-06-01 14:02:29, 22
   1589,2017-06-01 14:02:32, 21
   1590,2017-06-01 14:02:35, 22
   1591,2017-06-01 14:02:38, 23
   1592,2017-06-01 14:02:41, 21
   1593,2017-06-01 14:02:44, 22
   1594,2017-06-01 14:02:47, 22
   1595,2017-06-01 14:02:50, 23
   1596,2017-06-01 14:02:53, 26
   1597,2017-06-01 14:02:56, 25
   1598,2017-06-01 14:02:59, 25
   1599,2017-06-01 14:03:02, 22
   1600,2017-06-01 14:03:05, 22
   1601,2017-06-01 14:03:08, 21
   1602,2017-06-01 14:03:11, 20
   1603,2017-06-01 14:03:14, 20
   1604,2017-06-01 14:03:17, 22
   1605,2017-06-01 14:03:20, 22
   1606,2017-06-01 14:03:23, 22
   1607,2017-06-01 14:03:26, 23
   1608,2017-06-01 14:03:29, 25
   1609,2017-06-01 14:03:32, 27
   1610,2017-06-01 14:03:35, 26
   1611,2017-06-01 14:03:38, 26
   1612,2017-06-01 14:03:41, 25
   1613,2017-06-01 14:03:44, 24
   1614,2017-06-01 14:03:47, 24
   1615,2017-06-01 14:03:50, 24
   1616,2017-06-01 14:03:53, 21
   1617,2017-06-01 14:03:56, 20
   1618,2017-06-01 14:03:59, 21
   1619,2017-06-01 14:04:02, 20
   1620,2017-06-01 14:04:05, 19
   1621,2017-06-01 14:04:08, 20
   1622,2017-06-01 14:04:11, 21
   1623,2017-06-01 14:04:14, 20
   1624,2017-06-01 14:04:17, 18
   1625,2017-06-01 14:04:20, 16
   1626,2017-06-01 14:04:23, 18
   1627,2017-06-01 14:04:26, 18
   1628,2017-06-01 14:04:29, 17
   1629,2017-06-01 14:04:32, 15
   1630,2017-06-01 14:04:35, 15
   1631,2017-06-01 14:04:38, 14
   1632,2017-06-01 14:04:41, 13
   1633,2017-06-01 14:04:44, 15
   1634,2017-06-01 14:04:47, 15
   1635,2017-06-01 14:04:50, 15
   1636,2017-06-01 14:04:53, 16
   1637,2017-06-01 14:04:56, 16
   1638,2017-06-01 14:04:59, 16
   1639,2017-06-01 14:05:02, 17
   1640,2017-06-01 14:05:05, 18
   1641,2017-06-01 14:05:08, 17
   1642,2017-06-01 14:05:11, 16
   1643,2017-06-01 14:05:14, 17
   1644,2017-06-01 14:05:17, 19
   1645,2017-06-01 14:05:20, 21
   1646,2017-06-01 14:05:23, 21
   1647,2017-06-01 14:05:26, 21
   1648,2017-06-01 14:05:29, 20
   1649,2017-06-01 14:05:32, 22
   1650,2017-06-01 14:05:35, 21
   1651,2017-06-01 14:05:38, 21
   1652,2017-06-01 14:05:41, 21
   1653,2017-06-01 14:05:44, 21
   1654,2017-06-01 14:05:47, 23
   1655,2017-06-01 14:05:50, 22
   1656,2017-06-01 14:05:53, 21
   1657,2017-06-01 14:05:56, 22
   1658,2017-06-01 14:05:59, 23
   1659,2017-06-01 14:06:02, 21
   1660,2017-06-01 14:06:05, 21
   1661,2017-06-01 14:06:08, 22
   1662,2017-06-01 14:06:11, 22
   1663,2017-06-01 14:06:14, 21
   1664,2017-06-01 14:06:17, 21
   1665,2017-06-01 14:06:20, 23
   1666,2017-06-01 14:06:23, 23
   1667,2017-06-01 14:06:26, 22
   1668,2017-06-01 14:06:29, 22
   1669,2017-06-01 14:06:32, 22
   1670,2017-06-01 14:06:35, 24
   1671,2017-06-01 14:06:38, 25
   1672,2017-06-01 14:06:41, 27
   1673,2017-06-01 14:06:44, 27
   1674,2017-06-01 14:06:47, 24
   1675,2017-06-01 14:06:50, 24
   1676,2017-06-01 14:06:53, 23
   1677,2017-06-01 14:06:56, 22
   1678,2017-06-01 14:06:59, 22
   1679,2017-06-01 14:07:02, 24
   1680,2017-06-01 14:07:05, 24
   1681,2017-06-01 14:07:08, 23
   1682,2017-06-01 14:07:11, 25
   1683,2017-06-01 14:07:14, 25
   1684,2017-06-01 14:07:17, 24
   1685,2017-06-01 14:07:20, 21
   1686,2017-06-01 14:07:23, 20
   1687,2017-06-01 14:07:26, 20
   1688,2017-06-01 14:07:29, 19
   1689,2017-06-01 14:07:32, 17
   1690,2017-06-01 14:07:35, 16
   1691,2017-06-01 14:07:38, 14
   1692,2017-06-01 14:07:41, 12
   1693,2017-06-01 14:07:44, 13
   1694,2017-06-01 14:07:47, 14
   1695,2017-06-01 14:07:50, 14
   1696,2017-06-01 14:07:53, 15
   1697,2017-06-01 14:07:56, 16
   1698,2017-06-01 14:07:59, 17
   1699,2017-06-01 14:08:02, 17
   1700,2017-06-01 14:08:05, 17
   1701,2017-06-01 14:08:08, 18
   1702,2017-06-01 14:08:11, 16
   1703,2017-06-01 14:08:14, 18
   1704,2017-06-01 14:08:17, 19
   1705,2017-06-01 14:08:20, 19
   1706,2017-06-01 14:08:23, 19
   1707,2017-06-01 14:08:26, 21
   1708,2017-06-01 14:08:29, 22
   1709,2017-06-01 14:08:32, 21
   1710,2017-06-01 14:08:35, 20
   1711,2017-06-01 14:08:38, 20
   1712,2017-06-01 14:08:41, 21
   1713,2017-06-01 14:08:44, 21
   1714,2017-06-01 14:08:47, 22
   1715,2017-06-01 14:08:50, 22
   1716,2017-06-01 14:08:53, 24
   1717,2017-06-01 14:08:56, 24
   1718,2017-06-01 14:08:59, 22
   1719,2017-06-01 14:09:02, 20
   1720,2017-06-01 14:09:05, 21
   1721,2017-06-01 14:09:08, 21
   1722,2017-06-01 14:09:11, 21
   1723,2017-06-01 14:09:14, 19
   1724,2017-06-01 14:09:17, 18
   1725,2017-06-01 14:09:20, 17
   1726,2017-06-01 14:09:23, 17
   1727,2017-06-01 14:09:26, 15
   1728,2017-06-01 14:09:29, 14
   1729,2017-06-01 14:09:32, 16
   1730,2017-06-01 14:09:35, 18
   1731,2017-06-01 14:09:38, 18
   1732,2017-06-01 14:09:41, 19
   1733,2017-06-01 14:09:44, 18
   1734,2017-06-01 14:09:47, 17
   1735,2017-06-01 14:09:50, 16
   1736,2017-06-01 14:09:53, 14
   1737,2017-06-01 14:09:56, 14
   1738,2017-06-01 14:09:59, 17
   1739,2017-06-01 14:10:02, 17
   1740,2017-06-01 14:10:05, 16
   1741,2017-06-01 14:10:08, 15
   1742,2017-06-01 14:10:11, 18
   1743,2017-06-01 14:10:14, 18
   1744,2017-06-01 14:10:17, 18
   1745,2017-06-01 14:10:20, 20
   1746,2017-06-01 14:10:23, 20
   1747,2017-06-01 14:10:26, 25
   1748,2017-06-01 14:10:29, 25
   1749,2017-06-01 14:10:32, 24
   1750,2017-06-01 14:10:35, 24
   1751,2017-06-01 14:10:38, 26
   1752,2017-06-01 14:10:41, 24
   1753,2017-06-01 14:10:44, 24
   1754,2017-06-01 14:10:47, 24
   1755,2017-06-01 14:10:50, 25
   1756,2017-06-01 14:10:53, 24
   1757,2017-06-01 14:10:56, 25
   1758,2017-06-01 14:10:59, 22
   1759,2017-06-01 14:11:02, 23
   1760,2017-06-01 14:11:05, 22
   1761,2017-06-01 14:11:08, 22
   1762,2017-06-01 14:11:11, 19
   1763,2017-06-01 14:11:14, 20
   1764,2017-06-01 14:11:17, 19
   1765,2017-06-01 14:11:20, 17
   1766,2017-06-01 14:11:23, 20
   1767,2017-06-01 14:11:26, 17
   1768,2017-06-01 14:11:29, 17
   1769,2017-06-01 14:11:32, 17
   1770,2017-06-01 14:11:35, 16
   1771,2017-06-01 14:11:38, 15
   1772,2017-06-01 14:11:41, 15
   1773,2017-06-01 14:11:44, 16
   1774,2017-06-01 14:11:47, 16
   1775,2017-06-01 14:11:50, 15
   1776,2017-06-01 14:11:53, 14
   1777,2017-06-01 14:11:56, 12
   1778,2017-06-01 14:11:59, 14
   1779,2017-06-01 14:12:02, 14
   1780,2017-06-01 14:12:05, 15
   1781,2017-06-01 14:12:08, 17
   1782,2017-06-01 14:12:11, 17
   1783,2017-06-01 14:12:14, 19
   1784,2017-06-01 14:12:17, 21
   1785,2017-06-01 14:12:20, 22
   1786,2017-06-01 14:12:23, 20
   1787,2017-06-01 14:12:26, 19
   1788,2017-06-01 14:12:29, 21
   1789,2017-06-01 14:12:32, 21
   1790,2017-06-01 14:12:35, 22
   1791,2017-06-01 14:12:38, 22
   1792,2017-06-01 14:12:41, 21
   1793,2017-06-01 14:12:44, 20
   1794,2017-06-01 14:12:47, 21
   1795,2017-06-01 14:12:50, 21
   1796,2017-06-01 14:12:53, 22
   1797,2017-06-01 14:12:56, 22
   1798,2017-06-01 14:12:59, 20
   1799,2017-06-01 14:13:02, 20
   1800,2017-06-01 14:13:05, 21
   1801,2017-06-01 14:13:08, 20
   1802,2017-06-01 14:13:11, 21
   1803,2017-06-01 14:13:14, 18
   1804,2017-06-01 14:13:17, 16
   1805,2017-06-01 14:13:20, 17
   1806,2017-06-01 14:13:23, 17
   1807,2017-06-01 14:13:26, 15
   1808,2017-06-01 14:13:29, 16
   1809,2017-06-01 14:13:32, 20
   1810,2017-06-01 14:13:35, 19
   1811,2017-06-01 14:13:38, 22
   1812,2017-06-01 14:13:41, 24
   1813,2017-06-01 14:13:44, 24
   1814,2017-06-01 14:13:47, 25
   1815,2017-06-01 14:13:50, 25
   1816,2017-06-01 14:13:53, 25
   1817,2017-06-01 14:13:56, 29
   1818,2017-06-01 14:13:59, 31
   1819,2017-06-01 14:14:02, 31
   1820,2017-06-01 14:14:05, 29
   1821,2017-06-01 14:14:08, 30
   1822,2017-06-01 14:14:11, 30
   1823,2017-06-01 14:14:14, 30
   1824,2017-06-01 14:14:17, 31
   1825,2017-06-01 14:14:20, 30
   1826,2017-06-01 14:14:23, 30
   1827,2017-06-01 14:14:26, 31
   1828,2017-06-01 14:14:29, 29
   1829,2017-06-01 14:14:32, 25
   1830,2017-06-01 14:14:35, 27
   1831,2017-06-01 14:14:38, 24
   1832,2017-06-01 14:14:41, 24
   1833,2017-06-01 14:14:44, 25
   1834,2017-06-01 14:14:47, 24
   1835,2017-06-01 14:14:50, 24
   1836,2017-06-01 14:14:53, 24
   1837,2017-06-01 14:14:56, 22
   1838,2017-06-01 14:14:59, 20
   1839,2017-06-01 14:15:02, 19
   1840,2017-06-01 14:15:05, 20
   1841,2017-06-01 14:15:08, 20
   1842,2017-06-01 14:15:11, 19
   1843,2017-06-01 14:15:14, 19
   1844,2017-06-01 14:15:17, 18
   1845,2017-06-01 14:15:20, 17
   1846,2017-06-01 14:15:23, 18
   1847,2017-06-01 14:15:26, 20
   1848,2017-06-01 14:15:29, 19
   1849,2017-06-01 14:15:32, 20
   1850,2017-06-01 14:15:35, 18
   1851,2017-06-01 14:15:38, 18
   1852,2017-06-01 14:15:41, 17
   1853,2017-06-01 14:15:44, 15
   1854,2017-06-01 14:15:47, 14
   1855,2017-06-01 14:15:50, 15
   1856,2017-06-01 14:15:53, 16
   1857,2017-06-01 14:15:56, 15
   1858,2017-06-01 14:15:59, 16
   1859,2017-06-01 14:16:02, 16
   1860,2017-06-01 14:16:05, 18
   1861,2017-06-01 14:16:08, 18
   1862,2017-06-01 14:16:11, 18
   1863,2017-06-01 14:16:14, 20
   1864,2017-06-01 14:16:17, 21
   1865,2017-06-01 14:16:20, 22
   1866,2017-06-01 14:16:23, 21
   1867,2017-06-01 14:16:26, 18
   1868,2017-06-01 14:16:29, 18
   1869,2017-06-01 14:16:32, 18
   1870,2017-06-01 14:16:35, 18
   1871,2017-06-01 14:16:38, 19
   1872,2017-06-01 14:16:41, 18
   1873,2017-06-01 14:16:44, 20
   1874,2017-06-01 14:16:47, 20
   1875,2017-06-01 14:16:50, 20
   1876,2017-06-01 14:16:53, 20
   1877,2017-06-01 14:16:56, 21
   1878,2017-06-01 14:16:59, 20
   1879,2017-06-01 14:17:02, 20
   1880,2017-06-01 14:17:05, 17
   1881,2017-06-01 14:17:08, 15
   1882,2017-06-01 14:17:11, 15
   1883,2017-06-01 14:17:14, 14
   1884,2017-06-01 14:17:17, 13
   1885,2017-06-01 14:17:20, 12
   1886,2017-06-01 14:17:23, 13
   1887,2017-06-01 14:17:26, 15
   1888,2017-06-01 14:17:29, 17
   1889,2017-06-01 14:17:32, 16
   1890,2017-06-01 14:17:35, 15
   1891,2017-06-01 14:17:38, 15
   1892,2017-06-01 14:17:41, 17
   1893,2017-06-01 14:17:44, 15
   1894,2017-06-01 14:17:47, 17
   1895,2017-06-01 14:17:50, 16
   1896,2017-06-01 14:17:53, 15
   1897,2017-06-01 14:17:56, 14
   1898,2017-06-01 14:17:59, 16
   1899,2017-06-01 14:18:02, 18
   1900,2017-06-01 14:18:05, 20
   1901,2017-06-01 14:18:08, 20
   1902,2017-06-01 14:18:11, 21
   1903,2017-06-01 14:18:14, 20
   1904,2017-06-01 14:18:17, 23
   1905,2017-06-01 14:18:20, 23
   1906,2017-06-01 14:18:23, 23
   1907,2017-06-01 14:18:26, 23
   1908,2017-06-01 14:18:29, 21
   1909,2017-06-01 14:18:32, 20
   1910,2017-06-01 14:18:35, 21
   1911,2017-06-01 14:18:38, 22
   1912,2017-06-01 14:18:41, 22
   1913,2017-06-01 14:18:44, 23
   1914,2017-06-01 14:18:47, 23
   1915,2017-06-01 14:18:50, 24
   1916,2017-06-01 14:18:53, 23
   1917,2017-06-01 14:18:56, 23
   1918,2017-06-01 14:18:59, 24
   1919,2017-06-01 14:19:02, 20
   1920,2017-06-01 14:19:05, 19
   1921,2017-06-01 14:19:08, 18
   1922,2017-06-01 14:19:11, 17
   1923,2017-06-01 14:19:14, 17
   1924,2017-06-01 14:19:17, 17
   1925,2017-06-01 14:19:20, 16
   1926,2017-06-01 14:19:23, 16
   1927,2017-06-01 14:19:26, 15
   1928,2017-06-01 14:19:29, 14
   1929,2017-06-01 14:19:32, 15
   1930,2017-06-01 14:19:35, 17
   1931,2017-06-01 14:19:38, 16
   1932,2017-06-01 14:19:41, 13
   1933,2017-06-01 14:19:44, 14
   1934,2017-06-01 14:19:47, 13
   1935,2017-06-01 14:19:50, 12
   1936,2017-06-01 14:19:53, 13
   1937,2017-06-01 14:19:56, 13
   1938,2017-06-01 14:19:59, 14
   1939,2017-06-01 14:20:02, 15
   1940,2017-06-01 14:20:05, 18
   1941,2017-06-01 14:20:08, 20
   1942,2017-06-01 14:20:11, 23
   1943,2017-06-01 14:20:14, 23
   1944,2017-06-01 14:20:17, 22
   1945,2017-06-01 14:20:20, 23
   1946,2017-06-01 14:20:23, 25
   1947,2017-06-01 14:20:26, 25
   1948,2017-06-01 14:20:29, 26
   1949,2017-06-01 14:20:32, 25
   1950,2017-06-01 14:20:35, 23
   1951,2017-06-01 14:20:38, 23
   1952,2017-06-01 14:20:41, 25
   1953,2017-06-01 14:20:44, 24
   1954,2017-06-01 14:20:47, 24
   1955,2017-06-01 14:20:50, 25
   1956,2017-06-01 14:20:53, 26
   1957,2017-06-01 14:20:56, 25
   1958,2017-06-01 14:20:59, 23
   1959,2017-06-01 14:21:02, 24
   1960,2017-06-01 14:21:05, 21
   1961,2017-06-01 14:21:08, 21
   1962,2017-06-01 14:21:11, 19
   1963,2017-06-01 14:21:14, 19
   1964,2017-06-01 14:21:17, 18
   1965,2017-06-01 14:21:20, 19
   1966,2017-06-01 14:21:23, 17
   1967,2017-06-01 14:21:26, 17
   1968,2017-06-01 14:21:29, 18
   1969,2017-06-01 14:21:32, 18
   1970,2017-06-01 14:21:35, 19
   1971,2017-06-01 14:21:38, 19
   1972,2017-06-01 14:21:41, 19
   1973,2017-06-01 14:21:44, 19
   1974,2017-06-01 14:21:47, 20
   1975,2017-06-01 14:21:50, 18
   1976,2017-06-01 14:21:53, 16
   1977,2017-06-01 14:21:56, 18
   1978,2017-06-01 14:21:59, 18
   1979,2017-06-01 14:22:02, 17
   1980,2017-06-01 14:22:05, 17
   1981,2017-06-01 14:22:08, 16
   1982,2017-06-01 14:22:11, 15
   1983,2017-06-01 14:22:14, 18
   1984,2017-06-01 14:22:17, 18
   1985,2017-06-01 14:22:20, 18
   1986,2017-06-01 14:22:23, 20
   1987,2017-06-01 14:22:26, 21
   1988,2017-06-01 14:22:29, 20
   1989,2017-06-01 14:22:32, 21
   1990,2017-06-01 14:22:35, 21
   1991,2017-06-01 14:22:38, 21
   1992,2017-06-01 14:22:41, 20
   1993,2017-06-01 14:22:44, 19
   1994,2017-06-01 14:22:47, 19
   1995,2017-06-01 14:22:50, 19
   1996,2017-06-01 14:22:53, 19
   1997,2017-06-01 14:22:56, 18
   1998,2017-06-01 14:22:59, 19
   1999,2017-06-01 14:23:02, 20
   2000,2017-06-01 14:23:05, 21
   2001,2017-06-01 14:23:08, 21
   2002,2017-06-01 14:23:11, 22
   2003,2017-06-01 14:23:14, 20
   2004,2017-06-01 14:23:17, 21
   2005,2017-06-01 14:23:20, 19
   2006,2017-06-01 14:23:23, 17
   2007,2017-06-01 14:23:26, 15
   2008,2017-06-01 14:23:29, 16
   2009,2017-06-01 14:23:32, 15
   2010,2017-06-01 14:23:35, 13
   2011,2017-06-01 14:23:38, 15
   2012,2017-06-01 14:23:41, 15
   2013,2017-06-01 14:23:44, 16
   2014,2017-06-01 14:23:47, 17
   2015,2017-06-01 14:23:50, 18
   2016,2017-06-01 14:23:53, 18
   2017,2017-06-01 14:23:56, 17
   2018,2017-06-01 14:23:59, 16
   2019,2017-06-01 14:24:02, 15
   2020,2017-06-01 14:24:05, 15
   2021,2017-06-01 14:24:08, 15
   2022,2017-06-01 14:24:11, 16
   2023,2017-06-01 14:24:14, 15
   2024,2017-06-01 14:24:17, 17
   2025,2017-06-01 14:24:20, 17
   2026,2017-06-01 14:24:23, 17
   2027,2017-06-01 14:24:26, 19
   2028,2017-06-01 14:24:29, 18
   2029,2017-06-01 14:24:32, 20
   2030,2017-06-01 14:24:35, 20
   2031,2017-06-01 14:24:38, 19
   2032,2017-06-01 14:24:41, 21
   2033,2017-06-01 14:24:44, 22
   2034,2017-06-01 14:24:47, 21
   2035,2017-06-01 14:24:50, 21
   2036,2017-06-01 14:24:53, 23
   2037,2017-06-01 14:24:56, 23
   2038,2017-06-01 14:24:59, 26
   2039,2017-06-01 14:25:02, 26
   2040,2017-06-01 14:25:05, 25
   2041,2017-06-01 14:25:08, 26
   2042,2017-06-01 14:25:11, 24
   2043,2017-06-01 14:25:14, 25
   2044,2017-06-01 14:25:17, 24
   2045,2017-06-01 14:25:20, 24
   2046,2017-06-01 14:25:23, 25
   2047,2017-06-01 14:25:26, 25
   2048,2017-06-01 14:25:29, 24
   2049,2017-06-01 14:25:32, 22
   2050,2017-06-01 14:25:35, 23
   2051,2017-06-01 14:25:38, 22
   2052,2017-06-01 14:25:41, 21
   2053,2017-06-01 14:25:44, 19
   2054,2017-06-01 14:25:47, 19
   2055,2017-06-01 14:25:50, 20
   2056,2017-06-01 14:25:53, 19
   2057,2017-06-01 14:25:56, 21
   2058,2017-06-01 14:25:59, 18
   2059,2017-06-01 14:26:02, 17
   2060,2017-06-01 14:26:05, 19
   2061,2017-06-01 14:26:08, 18
   2062,2017-06-01 14:26:11, 18
   2063,2017-06-01 14:26:14, 18
   2064,2017-06-01 14:26:17, 16
   2065,2017-06-01 14:26:20, 17
   2066,2017-06-01 14:26:23, 18
   2067,2017-06-01 14:26:26, 17
   2068,2017-06-01 14:26:29, 18
   2069,2017-06-01 14:26:32, 18
   2070,2017-06-01 14:26:35, 19
   2071,2017-06-01 14:26:38, 19
   2072,2017-06-01 14:26:41, 17
   2073,2017-06-01 14:26:44, 17
   2074,2017-06-01 14:26:47, 17
   2075,2017-06-01 14:26:50, 16
   2076,2017-06-01 14:26:53, 17
   2077,2017-06-01 14:26:56, 16
   2078,2017-06-01 14:26:59, 16
   2079,2017-06-01 14:27:02, 18
   2080,2017-06-01 14:27:05, 16
   2081,2017-06-01 14:27:08, 15
   2082,2017-06-01 14:27:11, 16
   2083,2017-06-01 14:27:14, 17
   2084,2017-06-01 14:27:17, 19
   2085,2017-06-01 14:27:20, 20
   2086,2017-06-01 14:27:23, 18
   2087,2017-06-01 14:27:26, 19
   2088,2017-06-01 14:27:29, 17
   2089,2017-06-01 14:27:32, 18
   2090,2017-06-01 14:27:35, 19
   2091,2017-06-01 14:27:38, 18
   2092,2017-06-01 14:27:41, 20
   2093,2017-06-01 14:27:44, 22
   2094,2017-06-01 14:27:47, 22
   2095,2017-06-01 14:27:50, 21
   2096,2017-06-01 14:27:53, 21
   2097,2017-06-01 14:27:56, 21
   2098,2017-06-01 14:27:59, 22
   2099,2017-06-01 14:28:02, 20
   2100,2017-06-01 14:28:05, 21
   2101,2017-06-01 14:28:08, 21
   2102,2017-06-01 14:28:11, 20
   2103,2017-06-01 14:28:14, 22
   2104,2017-06-01 14:28:17, 19
   2105,2017-06-01 14:28:20, 18
   2106,2017-06-01 14:28:23, 18
   2107,2017-06-01 14:28:26, 17
   2108,2017-06-01 14:28:29, 18
   2109,2017-06-01 14:28:32, 19
