#HEADER,2017-06-01 12:42:53, Logfile newly created as 'background-darkness-CPM.log'
#LOGGING with cycle 3.0 sec, and mode 'CPM', using device 'GMC-300E Plus v4.20'
    705,2017-06-01 13:18:20, 16
    706,2017-06-01 13:18:23, 17
    707,2017-06-01 13:18:26, 19
    708,2017-06-01 13:18:29, 19
    709,2017-06-01 13:18:32, 18
    710,2017-06-01 13:18:35, 17
    711,2017-06-01 13:18:38, 17
    712,2017-06-01 13:18:41, 19
    713,2017-06-01 13:18:44, 17
    714,2017-06-01 13:18:47, 15
    715,2017-06-01 13:18:50, 16
    716,2017-06-01 13:18:53, 16
    717,2017-06-01 13:18:56, 14
    718,2017-06-01 13:18:59, 16
    719,2017-06-01 13:19:02, 14
    720,2017-06-01 13:19:05, 14
    721,2017-06-01 13:19:08, 12
    722,2017-06-01 13:19:11, 15
    723,2017-06-01 13:19:14, 15
    724,2017-06-01 13:19:17, 15
    725,2017-06-01 13:19:20, 16
    726,2017-06-01 13:19:23, 18
    727,2017-06-01 13:19:26, 18
    728,2017-06-01 13:19:29, 18
    729,2017-06-01 13:19:32, 21
    730,2017-06-01 13:19:35, 22
    731,2017-06-01 13:19:38, 22
    732,2017-06-01 13:19:41, 20
    733,2017-06-01 13:19:44, 20
    734,2017-06-01 13:19:47, 21
    735,2017-06-01 13:19:50, 20
    736,2017-06-01 13:19:53, 20
    737,2017-06-01 13:19:56, 20
    738,2017-06-01 13:19:59, 19
    739,2017-06-01 13:20:02, 20
    740,2017-06-01 13:20:05, 20
    741,2017-06-01 13:20:08, 22
    742,2017-06-01 13:20:11, 20
    743,2017-06-01 13:20:14, 19
    744,2017-06-01 13:20:17, 19
    745,2017-06-01 13:20:20, 18
    746,2017-06-01 13:20:23, 16
    747,2017-06-01 13:20:26, 15
    748,2017-06-01 13:20:29, 15
    749,2017-06-01 13:20:32, 14
    750,2017-06-01 13:20:35, 14
    751,2017-06-01 13:20:38, 15
    752,2017-06-01 13:20:41, 17
    753,2017-06-01 13:20:44, 17
    754,2017-06-01 13:20:47, 16
    755,2017-06-01 13:20:50, 15
    756,2017-06-01 13:20:53, 15
    757,2017-06-01 13:20:56, 16
    758,2017-06-01 13:20:59, 15
    759,2017-06-01 13:21:02, 14
    760,2017-06-01 13:21:05, 14
    761,2017-06-01 13:21:08, 13
    762,2017-06-01 13:21:11, 13
    763,2017-06-01 13:21:14, 13
    764,2017-06-01 13:21:17, 15
    765,2017-06-01 13:21:20, 17
    766,2017-06-01 13:21:23, 18
    767,2017-06-01 13:21:26, 17
    768,2017-06-01 13:21:29, 17
    769,2017-06-01 13:21:32, 18
    770,2017-06-01 13:21:35, 17
    771,2017-06-01 13:21:38, 15
    772,2017-06-01 13:21:41, 16
    773,2017-06-01 13:21:44, 16
    774,2017-06-01 13:21:47, 18
    775,2017-06-01 13:21:50, 17
    776,2017-06-01 13:21:53, 16
    777,2017-06-01 13:21:56, 18
    778,2017-06-01 13:21:59, 21
    779,2017-06-01 13:22:02, 22
    780,2017-06-01 13:22:05, 24
    781,2017-06-01 13:22:08, 24
    782,2017-06-01 13:22:11, 23
    783,2017-06-01 13:22:14, 24
    784,2017-06-01 13:22:17, 22
    785,2017-06-01 13:22:20, 20
    786,2017-06-01 13:22:23, 20
    787,2017-06-01 13:22:26, 22
    788,2017-06-01 13:22:29, 22
    789,2017-06-01 13:22:32, 23
    790,2017-06-01 13:22:35, 23
    791,2017-06-01 13:22:38, 24
    792,2017-06-01 13:22:41, 21
    793,2017-06-01 13:22:44, 22
    794,2017-06-01 13:22:47, 23
    795,2017-06-01 13:22:50, 25
    796,2017-06-01 13:22:53, 25
    797,2017-06-01 13:22:56, 22
    798,2017-06-01 13:22:59, 21
    799,2017-06-01 13:23:02, 22
    800,2017-06-01 13:23:05, 20
    801,2017-06-01 13:23:08, 20
    802,2017-06-01 13:23:11, 21
    803,2017-06-01 13:23:14, 21
    804,2017-06-01 13:23:17, 23
    805,2017-06-01 13:23:20, 25
    806,2017-06-01 13:23:23, 25
    807,2017-06-01 13:23:26, 22
    808,2017-06-01 13:23:29, 23
    809,2017-06-01 13:23:32, 21
    810,2017-06-01 13:23:35, 22
    811,2017-06-01 13:23:38, 23
    812,2017-06-01 13:23:41, 26
    813,2017-06-01 13:23:44, 26
    814,2017-06-01 13:23:47, 26
    815,2017-06-01 13:23:50, 24
    816,2017-06-01 13:23:53, 24
    817,2017-06-01 13:23:56, 26
    818,2017-06-01 13:23:59, 25
    819,2017-06-01 13:24:02, 23
    820,2017-06-01 13:24:05, 24
    821,2017-06-01 13:24:08, 27
    822,2017-06-01 13:24:11, 26
    823,2017-06-01 13:24:14, 25
    824,2017-06-01 13:24:17, 23
    825,2017-06-01 13:24:20, 22
    826,2017-06-01 13:24:23, 23
    827,2017-06-01 13:24:26, 23
    828,2017-06-01 13:24:29, 25
    829,2017-06-01 13:24:32, 25
    830,2017-06-01 13:24:35, 24
    831,2017-06-01 13:24:38, 25
    832,2017-06-01 13:24:41, 22
    833,2017-06-01 13:24:44, 22
    834,2017-06-01 13:24:47, 20
    835,2017-06-01 13:24:50, 20
    836,2017-06-01 13:24:53, 20
    837,2017-06-01 13:24:56, 20
    838,2017-06-01 13:24:59, 20
    839,2017-06-01 13:25:02, 21
    840,2017-06-01 13:25:05, 20
    841,2017-06-01 13:25:08, 17
    842,2017-06-01 13:25:11, 18
    843,2017-06-01 13:25:14, 18
    844,2017-06-01 13:25:17, 18
    845,2017-06-01 13:25:20, 19
    846,2017-06-01 13:25:23, 18
    847,2017-06-01 13:25:26, 19
    848,2017-06-01 13:25:29, 17
    849,2017-06-01 13:25:32, 18
    850,2017-06-01 13:25:35, 19
    851,2017-06-01 13:25:38, 17
    852,2017-06-01 13:25:41, 17
    853,2017-06-01 13:25:44, 16
    854,2017-06-01 13:25:47, 18
    855,2017-06-01 13:25:50, 19
    856,2017-06-01 13:25:53, 20
    857,2017-06-01 13:25:56, 19
    858,2017-06-01 13:25:59, 18
    859,2017-06-01 13:26:02, 18
    860,2017-06-01 13:26:05, 20
    861,2017-06-01 13:26:08, 22
    862,2017-06-01 13:26:11, 22
    863,2017-06-01 13:26:14, 21
    864,2017-06-01 13:26:17, 22
    865,2017-06-01 13:26:20, 21
    866,2017-06-01 13:26:23, 22
    867,2017-06-01 13:26:26, 22
    868,2017-06-01 13:26:29, 22
    869,2017-06-01 13:26:32, 21
    870,2017-06-01 13:26:35, 20
    871,2017-06-01 13:26:38, 19
    872,2017-06-01 13:26:41, 20
    873,2017-06-01 13:26:44, 20
    874,2017-06-01 13:26:47, 20
    875,2017-06-01 13:26:50, 22
    876,2017-06-01 13:26:53, 21
    877,2017-06-01 13:26:56, 20
    878,2017-06-01 13:26:59, 22
    879,2017-06-01 13:27:02, 22
    880,2017-06-01 13:27:05, 22
    881,2017-06-01 13:27:08, 19
    882,2017-06-01 13:27:11, 19
    883,2017-06-01 13:27:14, 19
    884,2017-06-01 13:27:17, 19
    885,2017-06-01 13:27:20, 17
    886,2017-06-01 13:27:23, 15
    887,2017-06-01 13:27:26, 15
    888,2017-06-01 13:27:29, 16
    889,2017-06-01 13:27:32, 14
    890,2017-06-01 13:27:35, 16
    891,2017-06-01 13:27:38, 17
    892,2017-06-01 13:27:41, 17
    893,2017-06-01 13:27:44, 18
    894,2017-06-01 13:27:47, 17
    895,2017-06-01 13:27:50, 16
    896,2017-06-01 13:27:53, 16
    897,2017-06-01 13:27:56, 16
    898,2017-06-01 13:27:59, 16
    899,2017-06-01 13:28:02, 17
    900,2017-06-01 13:28:05, 17
    901,2017-06-01 13:28:08, 19
    902,2017-06-01 13:28:11, 18
    903,2017-06-01 13:28:14, 18
    904,2017-06-01 13:28:17, 18
    905,2017-06-01 13:28:20, 18
    906,2017-06-01 13:28:23, 20
    907,2017-06-01 13:28:26, 19
    908,2017-06-01 13:28:29, 20
    909,2017-06-01 13:28:32, 22
    910,2017-06-01 13:28:35, 20
    911,2017-06-01 13:28:38, 20
    912,2017-06-01 13:28:41, 19
    913,2017-06-01 13:28:44, 18
    914,2017-06-01 13:28:47, 17
    915,2017-06-01 13:28:50, 15
    916,2017-06-01 13:28:53, 14
    917,2017-06-01 13:28:56, 15
    918,2017-06-01 13:28:59, 14
    919,2017-06-01 13:29:02, 12
    920,2017-06-01 13:29:05, 13
    921,2017-06-01 13:29:08, 11
    922,2017-06-01 13:29:11, 13
    923,2017-06-01 13:29:14, 16
    924,2017-06-01 13:29:17, 16
    925,2017-06-01 13:29:20, 17
    926,2017-06-01 13:29:23, 18
    927,2017-06-01 13:29:26, 19
    928,2017-06-01 13:29:29, 19
    929,2017-06-01 13:29:32, 17
    930,2017-06-01 13:29:35, 18
    931,2017-06-01 13:29:38, 18
    932,2017-06-01 13:29:41, 20
    933,2017-06-01 13:29:44, 20
    934,2017-06-01 13:29:47, 20
    935,2017-06-01 13:29:50, 21
    936,2017-06-01 13:29:53, 23
    937,2017-06-01 13:29:56, 22
    938,2017-06-01 13:29:59, 22
    939,2017-06-01 13:30:02, 24
    940,2017-06-01 13:30:05, 23
    941,2017-06-01 13:30:08, 23
    942,2017-06-01 13:30:11, 22
    943,2017-06-01 13:30:14, 19
    944,2017-06-01 13:30:17, 20
    945,2017-06-01 13:30:20, 21
    946,2017-06-01 13:30:23, 18
    947,2017-06-01 13:30:26, 17
    948,2017-06-01 13:30:29, 17
    949,2017-06-01 13:30:32, 17
    950,2017-06-01 13:30:35, 17
    951,2017-06-01 13:30:38, 17
    952,2017-06-01 13:30:41, 16
    953,2017-06-01 13:30:44, 17
    954,2017-06-01 13:30:47, 17
    955,2017-06-01 13:30:50, 19
    956,2017-06-01 13:30:53, 19
    957,2017-06-01 13:30:56, 20
    958,2017-06-01 13:30:59, 20
    959,2017-06-01 13:31:02, 20
    960,2017-06-01 13:31:05, 19
    961,2017-06-01 13:31:08, 21
    962,2017-06-01 13:31:11, 20
    963,2017-06-01 13:31:14, 21
    964,2017-06-01 13:31:17, 21
    965,2017-06-01 13:31:20, 19
    966,2017-06-01 13:31:23, 20
    967,2017-06-01 13:31:26, 21
    968,2017-06-01 13:31:29, 20
    969,2017-06-01 13:31:32, 21
    970,2017-06-01 13:31:35, 22
    971,2017-06-01 13:31:38, 23
    972,2017-06-01 13:31:41, 22
    973,2017-06-01 13:31:44, 22
    974,2017-06-01 13:31:47, 22
    975,2017-06-01 13:31:50, 21
    976,2017-06-01 13:31:53, 20
    977,2017-06-01 13:31:56, 19
    978,2017-06-01 13:31:59, 20
    979,2017-06-01 13:32:02, 18
    980,2017-06-01 13:32:05, 21
    981,2017-06-01 13:32:08, 20
    982,2017-06-01 13:32:11, 21
    983,2017-06-01 13:32:14, 21
    984,2017-06-01 13:32:17, 20
    985,2017-06-01 13:32:20, 20
    986,2017-06-01 13:32:23, 19
    987,2017-06-01 13:32:26, 19
    988,2017-06-01 13:32:29, 20
    989,2017-06-01 13:32:32, 20
    990,2017-06-01 13:32:35, 19
    991,2017-06-01 13:32:38, 19
    992,2017-06-01 13:32:41, 20
    993,2017-06-01 13:32:44, 20
    994,2017-06-01 13:32:47, 22
    995,2017-06-01 13:32:50, 21
    996,2017-06-01 13:32:53, 20
    997,2017-06-01 13:32:56, 21
    998,2017-06-01 13:32:59, 19
    999,2017-06-01 13:33:02, 20
   1000,2017-06-01 13:33:05, 18
   1001,2017-06-01 13:33:08, 19
   1002,2017-06-01 13:33:11, 22
   1003,2017-06-01 13:33:14, 21
   1004,2017-06-01 13:33:17, 22
   1005,2017-06-01 13:33:20, 24
   1006,2017-06-01 13:33:23, 25
   1007,2017-06-01 13:33:26, 25
   1008,2017-06-01 13:33:29, 25
   1009,2017-06-01 13:33:32, 25
   1010,2017-06-01 13:33:35, 25
   1011,2017-06-01 13:33:38, 26
   1012,2017-06-01 13:33:41, 28
   1013,2017-06-01 13:33:44, 28
   1014,2017-06-01 13:33:47, 28
   1015,2017-06-01 13:33:50, 26
   1016,2017-06-01 13:33:53, 26
   1017,2017-06-01 13:33:56, 26
   1018,2017-06-01 13:33:59, 27
   1019,2017-06-01 13:34:02, 29
   1020,2017-06-01 13:34:05, 29
   1021,2017-06-01 13:34:08, 26
   1022,2017-06-01 13:34:11, 24
   1023,2017-06-01 13:34:14, 23
   1024,2017-06-01 13:34:17, 24
   1025,2017-06-01 13:34:20, 23
   1026,2017-06-01 13:34:23, 23
   1027,2017-06-01 13:34:26, 23
   1028,2017-06-01 13:34:29, 21
   1029,2017-06-01 13:34:32, 19
   1030,2017-06-01 13:34:35, 20
   1031,2017-06-01 13:34:38, 20
   1032,2017-06-01 13:34:41, 18
   1033,2017-06-01 13:34:44, 16
   1034,2017-06-01 13:34:47, 15
   1035,2017-06-01 13:34:50, 17
   1036,2017-06-01 13:34:53, 17
   1037,2017-06-01 13:34:56, 18
   1038,2017-06-01 13:34:59, 17
   1039,2017-06-01 13:35:02, 17
   1040,2017-06-01 13:35:05, 16
   1041,2017-06-01 13:35:08, 18
   1042,2017-06-01 13:35:11, 17
   1043,2017-06-01 13:35:14, 17
   1044,2017-06-01 13:35:17, 17
   1045,2017-06-01 13:35:20, 16
   1046,2017-06-01 13:35:23, 18
   1047,2017-06-01 13:35:26, 19
   1048,2017-06-01 13:35:29, 19
   1049,2017-06-01 13:35:32, 20
   1050,2017-06-01 13:35:35, 18
   1051,2017-06-01 13:35:38, 15
   1052,2017-06-01 13:35:41, 16
   1053,2017-06-01 13:35:44, 16
   1054,2017-06-01 13:35:47, 18
   1055,2017-06-01 13:35:50, 19
   1056,2017-06-01 13:35:53, 19
   1057,2017-06-01 13:35:56, 19
   1058,2017-06-01 13:35:59, 19
   1059,2017-06-01 13:36:02, 18
   1060,2017-06-01 13:36:05, 20
   1061,2017-06-01 13:36:08, 20
   1062,2017-06-01 13:36:11, 20
   1063,2017-06-01 13:36:14, 21
   1064,2017-06-01 13:36:17, 19
   1065,2017-06-01 13:36:20, 20
   1066,2017-06-01 13:36:23, 17
   1067,2017-06-01 13:36:26, 17
   1068,2017-06-01 13:36:29, 18
   1069,2017-06-01 13:36:32, 17
   1070,2017-06-01 13:36:35, 19
   1071,2017-06-01 13:36:38, 19
   1072,2017-06-01 13:36:41, 22
   1073,2017-06-01 13:36:44, 22
   1074,2017-06-01 13:36:47, 20
   1075,2017-06-01 13:36:50, 17
   1076,2017-06-01 13:36:53, 17
   1077,2017-06-01 13:36:56, 16
   1078,2017-06-01 13:36:59, 16
   1079,2017-06-01 13:37:02, 15
   1080,2017-06-01 13:37:05, 15
   1081,2017-06-01 13:37:08, 14
   1082,2017-06-01 13:37:11, 16
   1083,2017-06-01 13:37:14, 17
   1084,2017-06-01 13:37:17, 18
   1085,2017-06-01 13:37:20, 18
   1086,2017-06-01 13:37:23, 21
   1087,2017-06-01 13:37:26, 24
   1088,2017-06-01 13:37:29, 25
   1089,2017-06-01 13:37:32, 25
   1090,2017-06-01 13:37:35, 23
   1091,2017-06-01 13:37:38, 24
   1092,2017-06-01 13:37:41, 20
   1093,2017-06-01 13:37:44, 22
   1094,2017-06-01 13:37:47, 23
   1095,2017-06-01 13:37:50, 23
   1096,2017-06-01 13:37:53, 26
   1097,2017-06-01 13:37:56, 26
   1098,2017-06-01 13:37:59, 28
   1099,2017-06-01 13:38:02, 30
   1100,2017-06-01 13:38:05, 29
   1101,2017-06-01 13:38:08, 29
   1102,2017-06-01 13:38:11, 28
   1103,2017-06-01 13:38:14, 28
   1104,2017-06-01 13:38:17, 27
   1105,2017-06-01 13:38:20, 26
   1106,2017-06-01 13:38:23, 25
   1107,2017-06-01 13:38:26, 21
   1108,2017-06-01 13:38:29, 20
   1109,2017-06-01 13:38:32, 21
   1110,2017-06-01 13:38:35, 24
   1111,2017-06-01 13:38:38, 26
   1112,2017-06-01 13:38:41, 28
   1113,2017-06-01 13:38:44, 27
   1114,2017-06-01 13:38:47, 27
   1115,2017-06-01 13:38:50, 27
   1116,2017-06-01 13:38:53, 24
   1117,2017-06-01 13:38:56, 26
   1118,2017-06-01 13:38:59, 23
   1119,2017-06-01 13:39:02, 21
   1120,2017-06-01 13:39:05, 20
   1121,2017-06-01 13:39:08, 19
   1122,2017-06-01 13:39:11, 22
   1123,2017-06-01 13:39:14, 20
   1124,2017-06-01 13:39:17, 22
   1125,2017-06-01 13:39:20, 22
   1126,2017-06-01 13:39:23, 21
   1127,2017-06-01 13:39:26, 21
   1128,2017-06-01 13:39:29, 20
   1129,2017-06-01 13:39:32, 22
   1130,2017-06-01 13:39:35, 19
   1131,2017-06-01 13:39:38, 18
   1132,2017-06-01 13:39:41, 17
   1133,2017-06-01 13:39:44, 15
   1134,2017-06-01 13:39:47, 16
   1135,2017-06-01 13:39:50, 16
   1136,2017-06-01 13:39:53, 17
   1137,2017-06-01 13:39:56, 17
   1138,2017-06-01 13:39:59, 18
   1139,2017-06-01 13:40:02, 18
   1140,2017-06-01 13:40:05, 18
   1141,2017-06-01 13:40:08, 20
   1142,2017-06-01 13:40:11, 16
   1143,2017-06-01 13:40:14, 18
   1144,2017-06-01 13:40:17, 19
   1145,2017-06-01 13:40:20, 18
   1146,2017-06-01 13:40:23, 18
   1147,2017-06-01 13:40:26, 17
   1148,2017-06-01 13:40:29, 18
   1149,2017-06-01 13:40:32, 16
   1150,2017-06-01 13:40:35, 15
   1151,2017-06-01 13:40:38, 15
   1152,2017-06-01 13:40:41, 14
   1153,2017-06-01 13:40:44, 14
   1154,2017-06-01 13:40:47, 14
   1155,2017-06-01 13:40:50, 14
   1156,2017-06-01 13:40:53, 13
   1157,2017-06-01 13:40:56, 11
   1158,2017-06-01 13:40:59, 11
   1159,2017-06-01 13:41:02, 12
   1160,2017-06-01 13:41:05, 13
   1161,2017-06-01 13:41:08, 11
   1162,2017-06-01 13:41:11, 13
   1163,2017-06-01 13:41:14, 12
   1164,2017-06-01 13:41:17, 12
   1165,2017-06-01 13:41:20, 14
   1166,2017-06-01 13:41:23, 19
   1167,2017-06-01 13:41:26, 20
   1168,2017-06-01 13:41:29, 20
   1169,2017-06-01 13:41:32, 20
   1170,2017-06-01 13:41:35, 20
   1171,2017-06-01 13:41:38, 21
   1172,2017-06-01 13:41:41, 22
   1173,2017-06-01 13:41:44, 22
   1174,2017-06-01 13:41:47, 23
   1175,2017-06-01 13:41:50, 22
   1176,2017-06-01 13:41:53, 24
   1177,2017-06-01 13:41:56, 24
   1178,2017-06-01 13:41:59, 24
   1179,2017-06-01 13:42:02, 23
   1180,2017-06-01 13:42:05, 25
   1181,2017-06-01 13:42:08, 26
   1182,2017-06-01 13:42:11, 25
   1183,2017-06-01 13:42:14, 26
   1184,2017-06-01 13:42:17, 27
   1185,2017-06-01 13:42:20, 26
   1186,2017-06-01 13:42:23, 22
   1187,2017-06-01 13:42:26, 21
   1188,2017-06-01 13:42:29, 22
   1189,2017-06-01 13:42:32, 22
   1190,2017-06-01 13:42:35, 23
   1191,2017-06-01 13:42:38, 23
   1192,2017-06-01 13:42:41, 22
   1193,2017-06-01 13:42:44, 22
   1194,2017-06-01 13:42:47, 20
   1195,2017-06-01 13:42:50, 20
   1196,2017-06-01 13:42:53, 19
   1197,2017-06-01 13:42:56, 19
   1198,2017-06-01 13:42:59, 20
   1199,2017-06-01 13:43:02, 20
   1200,2017-06-01 13:43:05, 17
   1201,2017-06-01 13:43:08, 16
   1202,2017-06-01 13:43:11, 17
   1203,2017-06-01 13:43:14, 15
   1204,2017-06-01 13:43:17, 16
   1205,2017-06-01 13:43:20, 15
   1206,2017-06-01 13:43:23, 14
   1207,2017-06-01 13:43:26, 15
   1208,2017-06-01 13:43:29, 13
   1209,2017-06-01 13:43:32, 15
   1210,2017-06-01 13:43:35, 15
   1211,2017-06-01 13:43:38, 15
   1212,2017-06-01 13:43:41, 16
   1213,2017-06-01 13:43:44, 17
   1214,2017-06-01 13:43:47, 20
   1215,2017-06-01 13:43:50, 22
   1216,2017-06-01 13:43:53, 24
   1217,2017-06-01 13:43:56, 25
   1218,2017-06-01 13:43:59, 23
   1219,2017-06-01 13:44:02, 25
   1220,2017-06-01 13:44:05, 25
   1221,2017-06-01 13:44:08, 25
   1222,2017-06-01 13:44:11, 25
   1223,2017-06-01 13:44:14, 25
   1224,2017-06-01 13:44:17, 24
   1225,2017-06-01 13:44:20, 23
   1226,2017-06-01 13:44:23, 23
   1227,2017-06-01 13:44:26, 23
   1228,2017-06-01 13:44:29, 25
   1229,2017-06-01 13:44:32, 24
   1230,2017-06-01 13:44:35, 24
   1231,2017-06-01 13:44:38, 24
   1232,2017-06-01 13:44:41, 23
   1233,2017-06-01 13:44:44, 22
   1234,2017-06-01 13:44:47, 19
   1235,2017-06-01 13:44:50, 17
   1236,2017-06-01 13:44:53, 16
   1237,2017-06-01 13:44:56, 16
   1238,2017-06-01 13:44:59, 18
   1239,2017-06-01 13:45:02, 16
   1240,2017-06-01 13:45:05, 18
   1241,2017-06-01 13:45:08, 18
   1242,2017-06-01 13:45:11, 16
   1243,2017-06-01 13:45:14, 18
   1244,2017-06-01 13:45:17, 17
   1245,2017-06-01 13:45:20, 18
   1246,2017-06-01 13:45:23, 19
   1247,2017-06-01 13:45:26, 18
   1248,2017-06-01 13:45:29, 19
   1249,2017-06-01 13:45:32, 17
   1250,2017-06-01 13:45:35, 17
   1251,2017-06-01 13:45:38, 17
   1252,2017-06-01 13:45:41, 18
   1253,2017-06-01 13:45:44, 18
   1254,2017-06-01 13:45:47, 20
   1255,2017-06-01 13:45:50, 21
   1256,2017-06-01 13:45:53, 22
   1257,2017-06-01 13:45:56, 22
   1258,2017-06-01 13:45:59, 20
   1259,2017-06-01 13:46:02, 19
   1260,2017-06-01 13:46:05, 20
   1261,2017-06-01 13:46:08, 20
   1262,2017-06-01 13:46:11, 20
   1263,2017-06-01 13:46:14, 20
   1264,2017-06-01 13:46:17, 20
   1265,2017-06-01 13:46:20, 22
   1266,2017-06-01 13:46:23, 22
   1267,2017-06-01 13:46:26, 24
   1268,2017-06-01 13:46:29, 24
   1269,2017-06-01 13:46:32, 25
   1270,2017-06-01 13:46:35, 25
   1271,2017-06-01 13:46:38, 25
   1272,2017-06-01 13:46:41, 25
   1273,2017-06-01 13:46:44, 26
   1274,2017-06-01 13:46:47, 26
   1275,2017-06-01 13:46:50, 25
   1276,2017-06-01 13:46:53, 22
   1277,2017-06-01 13:46:56, 24
   1278,2017-06-01 13:46:59, 24
   1279,2017-06-01 13:47:02, 25
   1280,2017-06-01 13:47:05, 22
   1281,2017-06-01 13:47:08, 23
   1282,2017-06-01 13:47:11, 25
   1283,2017-06-01 13:47:14, 23
   1284,2017-06-01 13:47:17, 23
   1285,2017-06-01 13:47:20, 21
   1286,2017-06-01 13:47:23, 21
   1287,2017-06-01 13:47:26, 19
   1288,2017-06-01 13:47:29, 17
   1289,2017-06-01 13:47:32, 18
   1290,2017-06-01 13:47:35, 19
   1291,2017-06-01 13:47:38, 19
   1292,2017-06-01 13:47:41, 19
   1293,2017-06-01 13:47:44, 17
   1294,2017-06-01 13:47:47, 15
   1295,2017-06-01 13:47:50, 15
   1296,2017-06-01 13:47:53, 17
   1297,2017-06-01 13:47:56, 15
   1298,2017-06-01 13:47:59, 16
   1299,2017-06-01 13:48:02, 16
   1300,2017-06-01 13:48:05, 18
   1301,2017-06-01 13:48:08, 18
   1302,2017-06-01 13:48:11, 16
   1303,2017-06-01 13:48:14, 16
   1304,2017-06-01 13:48:17, 18
   1305,2017-06-01 13:48:20, 18
   1306,2017-06-01 13:48:23, 17
   1307,2017-06-01 13:48:26, 17
   1308,2017-06-01 13:48:29, 18
   1309,2017-06-01 13:48:32, 18
   1310,2017-06-01 13:48:35, 16
   1311,2017-06-01 13:48:38, 16
   1312,2017-06-01 13:48:41, 15
   1313,2017-06-01 13:48:44, 17
   1314,2017-06-01 13:48:47, 20
   1315,2017-06-01 13:48:50, 21
   1316,2017-06-01 13:48:53, 20
   1317,2017-06-01 13:48:56, 20
   1318,2017-06-01 13:48:59, 20
   1319,2017-06-01 13:49:02, 19
   1320,2017-06-01 13:49:05, 21
   1321,2017-06-01 13:49:08, 22
   1322,2017-06-01 13:49:11, 23
   1323,2017-06-01 13:49:14, 23
   1324,2017-06-01 13:49:17, 21
   1325,2017-06-01 13:49:20, 21
   1326,2017-06-01 13:49:23, 21
   1327,2017-06-01 13:49:26, 22
   1328,2017-06-01 13:49:29, 21
   1329,2017-06-01 13:49:32, 19
   1330,2017-06-01 13:49:35, 21
   1331,2017-06-01 13:49:38, 20
   1332,2017-06-01 13:49:41, 21
   1333,2017-06-01 13:49:44, 20
   1334,2017-06-01 13:49:47, 17
   1335,2017-06-01 13:49:50, 16
   1336,2017-06-01 13:49:53, 15
   1337,2017-06-01 13:49:56, 16
   1338,2017-06-01 13:49:59, 16
   1339,2017-06-01 13:50:02, 16
   1340,2017-06-01 13:50:05, 13
   1341,2017-06-01 13:50:08, 13
   1342,2017-06-01 13:50:11, 13
   1343,2017-06-01 13:50:14, 13
   1344,2017-06-01 13:50:17, 13
   1345,2017-06-01 13:50:20, 12
   1346,2017-06-01 13:50:23, 14
   1347,2017-06-01 13:50:26, 14
   1348,2017-06-01 13:50:29, 14
   1349,2017-06-01 13:50:32, 16
   1350,2017-06-01 13:50:35, 14
   1351,2017-06-01 13:50:38, 15
   1352,2017-06-01 13:50:41, 15
   1353,2017-06-01 13:50:44, 15
   1354,2017-06-01 13:50:47, 15
   1355,2017-06-01 13:50:50, 18
   1356,2017-06-01 13:50:53, 20
   1357,2017-06-01 13:50:56, 20
   1358,2017-06-01 13:50:59, 20
   1359,2017-06-01 13:51:02, 22
   1360,2017-06-01 13:51:05, 22
   1361,2017-06-01 13:51:08, 21
   1362,2017-06-01 13:51:11, 25
   1363,2017-06-01 13:51:14, 28
   1364,2017-06-01 13:51:17, 28
   1365,2017-06-01 13:51:20, 28
   1366,2017-06-01 13:51:23, 27
   1367,2017-06-01 13:51:26, 28
   1368,2017-06-01 13:51:29, 28
   1369,2017-06-01 13:51:32, 27
   1370,2017-06-01 13:51:35, 27
   1371,2017-06-01 13:51:38, 30
   1372,2017-06-01 13:51:41, 30
   1373,2017-06-01 13:51:44, 32
   1374,2017-06-01 13:51:47, 31
   1375,2017-06-01 13:51:50, 30
   1376,2017-06-01 13:51:53, 27
   1377,2017-06-01 13:51:56, 29
   1378,2017-06-01 13:51:59, 28
   1379,2017-06-01 13:52:02, 28
   1380,2017-06-01 13:52:05, 28
   1381,2017-06-01 13:52:08, 28
   1382,2017-06-01 13:52:11, 29
   1383,2017-06-01 13:52:14, 22
   1384,2017-06-01 13:52:17, 24
   1385,2017-06-01 13:52:20, 24
   1386,2017-06-01 13:52:23, 25
   1387,2017-06-01 13:52:26, 26
   1388,2017-06-01 13:52:29, 26
   1389,2017-06-01 13:52:32, 26
   1390,2017-06-01 13:52:35, 26
   1391,2017-06-01 13:52:38, 25
   1392,2017-06-01 13:52:41, 24
   1393,2017-06-01 13:52:44, 23
   1394,2017-06-01 13:52:47, 24
   1395,2017-06-01 13:52:50, 24
   1396,2017-06-01 13:52:53, 26
   1397,2017-06-01 13:52:56, 24
   1398,2017-06-01 13:52:59, 23
   1399,2017-06-01 13:53:02, 22
   1400,2017-06-01 13:53:05, 24
   1401,2017-06-01 13:53:08, 24
   1402,2017-06-01 13:53:11, 26
   1403,2017-06-01 13:53:14, 27
   1404,2017-06-01 13:53:17, 25
   1405,2017-06-01 13:53:20, 24
   1406,2017-06-01 13:53:23, 23
   1407,2017-06-01 13:53:26, 21
   1408,2017-06-01 13:53:29, 20
   1409,2017-06-01 13:53:32, 20
   1410,2017-06-01 13:53:35, 22
   1411,2017-06-01 13:53:38, 21
   1412,2017-06-01 13:53:41, 21
   1413,2017-06-01 13:53:44, 20
   1414,2017-06-01 13:53:47, 21
