#HEADER,2017-06-01 09:15:25, Logfile newly created as 'background-darkness-CPS.log'
#LOGGING with cycle 1.0 sec, and mode 'CPS', using device 'GMC-300E Plus v4.20'
   1432,2017-06-01 09:39:48, 0
   1433,2017-06-01 09:39:49, 0
   1434,2017-06-01 09:39:50, 0
   1435,2017-06-01 09:39:51, 0
   1436,2017-06-01 09:39:52, 0
   1437,2017-06-01 09:39:53, 0
   1438,2017-06-01 09:39:54, 0
   1439,2017-06-01 09:39:55, 0
   1440,2017-06-01 09:39:56, 0
   1441,2017-06-01 09:39:57, 0
   1442,2017-06-01 09:39:58, 0
   1443,2017-06-01 09:39:59, 60
   1444,2017-06-01 09:40:00, 60
   1445,2017-06-01 09:40:01, 0
   1446,2017-06-01 09:40:02, 0
   1447,2017-06-01 09:40:03, 0
   1448,2017-06-01 09:40:04, 0
   1449,2017-06-01 09:40:05, 0
   1450,2017-06-01 09:40:06, 60
   1451,2017-06-01 09:40:07, 60
   1452,2017-06-01 09:40:08, 0
   1453,2017-06-01 09:40:09, 0
   1454,2017-06-01 09:40:10, 60
   1455,2017-06-01 09:40:11, 0
   1456,2017-06-01 09:40:12, 0
   1457,2017-06-01 09:40:13, 60
   1458,2017-06-01 09:40:14, 120
   1459,2017-06-01 09:40:15, 0
   1460,2017-06-01 09:40:16, 0
   1461,2017-06-01 09:40:17, 0
   1462,2017-06-01 09:40:18, 60
   1463,2017-06-01 09:40:19, 0
   1464,2017-06-01 09:40:20, 0
   1465,2017-06-01 09:40:21, 0
   1466,2017-06-01 09:40:22, 0
   1467,2017-06-01 09:40:23, 0
   1468,2017-06-01 09:40:24, 0
   1469,2017-06-01 09:40:25, 60
   1470,2017-06-01 09:40:26, 0
   1471,2017-06-01 09:40:27, 0
   1472,2017-06-01 09:40:28, 0
   1473,2017-06-01 09:40:29, 0
   1474,2017-06-01 09:40:30, 0
   1475,2017-06-01 09:40:31, 60
   1476,2017-06-01 09:40:32, 0
   1477,2017-06-01 09:40:33, 60
   1478,2017-06-01 09:40:34, 0
   1479,2017-06-01 09:40:35, 0
   1480,2017-06-01 09:40:36, 60
   1481,2017-06-01 09:40:37, 60
   1482,2017-06-01 09:40:38, 60
   1483,2017-06-01 09:40:39, 60
   1484,2017-06-01 09:40:40, 0
   1485,2017-06-01 09:40:41, 60
   1486,2017-06-01 09:40:42, 120
   1487,2017-06-01 09:40:43, 0
   1488,2017-06-01 09:40:44, 60
   1489,2017-06-01 09:40:45, 0
   1490,2017-06-01 09:40:46, 0
   1491,2017-06-01 09:40:47, 180
   1492,2017-06-01 09:40:48, 0
   1493,2017-06-01 09:40:49, 0
   1494,2017-06-01 09:40:50, 0
   1495,2017-06-01 09:40:51, 0
   1496,2017-06-01 09:40:52, 180
   1497,2017-06-01 09:40:53, 60
   1498,2017-06-01 09:40:54, 0
   1499,2017-06-01 09:40:55, 0
   1500,2017-06-01 09:40:56, 0
   1501,2017-06-01 09:40:57, 0
   1502,2017-06-01 09:40:58, 0
   1503,2017-06-01 09:40:59, 0
   1504,2017-06-01 09:41:00, 0
   1505,2017-06-01 09:41:01, 0
   1506,2017-06-01 09:41:02, 0
   1507,2017-06-01 09:41:03, 0
   1508,2017-06-01 09:41:04, 120
   1509,2017-06-01 09:41:05, 60
   1510,2017-06-01 09:41:06, 60
   1511,2017-06-01 09:41:07, 0
   1512,2017-06-01 09:41:08, 0
   1513,2017-06-01 09:41:09, 0
   1514,2017-06-01 09:41:10, 60
   1515,2017-06-01 09:41:11, 0
   1516,2017-06-01 09:41:12, 0
   1517,2017-06-01 09:41:13, 0
   1518,2017-06-01 09:41:14, 0
   1519,2017-06-01 09:41:15, 60
   1520,2017-06-01 09:41:16, 0
   1521,2017-06-01 09:41:17, 120
   1522,2017-06-01 09:41:18, 0
   1523,2017-06-01 09:41:19, 0
   1524,2017-06-01 09:41:20, 0
   1525,2017-06-01 09:41:21, 0
   1526,2017-06-01 09:41:22, 0
   1527,2017-06-01 09:41:23, 0
   1528,2017-06-01 09:41:24, 0
   1529,2017-06-01 09:41:25, 0
   1530,2017-06-01 09:41:26, 0
   1531,2017-06-01 09:41:27, 0
   1532,2017-06-01 09:41:28, 0
   1533,2017-06-01 09:41:29, 60
   1534,2017-06-01 09:41:30, 0
   1535,2017-06-01 09:41:31, 60
   1536,2017-06-01 09:41:32, 0
   1537,2017-06-01 09:41:33, 0
   1538,2017-06-01 09:41:34, 0
   1539,2017-06-01 09:41:35, 0
   1540,2017-06-01 09:41:36, 0
   1541,2017-06-01 09:41:37, 0
   1542,2017-06-01 09:41:38, 0
   1543,2017-06-01 09:41:39, 0
   1544,2017-06-01 09:41:40, 60
   1545,2017-06-01 09:41:41, 0
   1546,2017-06-01 09:41:42, 60
   1547,2017-06-01 09:41:43, 0
   1548,2017-06-01 09:41:44, 0
   1549,2017-06-01 09:41:45, 0
   1550,2017-06-01 09:41:46, 0
   1551,2017-06-01 09:41:47, 0
   1552,2017-06-01 09:41:48, 0
   1553,2017-06-01 09:41:49, 0
   1554,2017-06-01 09:41:50, 0
   1555,2017-06-01 09:41:51, 0
   1556,2017-06-01 09:41:52, 0
   1557,2017-06-01 09:41:53, 0
   1558,2017-06-01 09:41:54, 0
   1559,2017-06-01 09:41:55, 0
   1560,2017-06-01 09:41:56, 0
   1561,2017-06-01 09:41:57, 0
   1562,2017-06-01 09:41:58, 0
   1563,2017-06-01 09:41:59, 120
   1564,2017-06-01 09:42:00, 0
   1565,2017-06-01 09:42:01, 60
   1566,2017-06-01 09:42:02, 0
   1567,2017-06-01 09:42:03, 0
   1568,2017-06-01 09:42:04, 60
   1569,2017-06-01 09:42:05, 0
   1570,2017-06-01 09:42:06, 0
   1571,2017-06-01 09:42:07, 60
   1572,2017-06-01 09:42:08, 60
   1573,2017-06-01 09:42:09, 0
   1574,2017-06-01 09:42:10, 0
   1575,2017-06-01 09:42:11, 0
   1576,2017-06-01 09:42:12, 0
   1577,2017-06-01 09:42:13, 60
   1578,2017-06-01 09:42:14, 0
   1579,2017-06-01 09:42:15, 0
   1580,2017-06-01 09:42:16, 0
   1581,2017-06-01 09:42:17, 0
   1582,2017-06-01 09:42:18, 0
   1583,2017-06-01 09:42:19, 0
   1584,2017-06-01 09:42:20, 0
   1585,2017-06-01 09:42:21, 60
   1586,2017-06-01 09:42:22, 0
   1587,2017-06-01 09:42:23, 0
   1588,2017-06-01 09:42:24, 0
   1589,2017-06-01 09:42:25, 0
   1590,2017-06-01 09:42:26, 0
   1591,2017-06-01 09:42:27, 0
   1592,2017-06-01 09:42:28, 0
   1593,2017-06-01 09:42:29, 0
   1594,2017-06-01 09:42:30, 0
   1595,2017-06-01 09:42:31, 0
   1596,2017-06-01 09:42:32, 60
   1597,2017-06-01 09:42:33, 0
   1598,2017-06-01 09:42:34, 60
   1599,2017-06-01 09:42:35, 60
   1600,2017-06-01 09:42:36, 180
   1601,2017-06-01 09:42:37, 0
   1602,2017-06-01 09:42:38, 0
   1603,2017-06-01 09:42:39, 0
   1604,2017-06-01 09:42:40, 0
   1605,2017-06-01 09:42:41, 60
   1606,2017-06-01 09:42:42, 60
   1607,2017-06-01 09:42:43, 0
   1608,2017-06-01 09:42:44, 0
   1609,2017-06-01 09:42:45, 0
   1610,2017-06-01 09:42:46, 0
   1611,2017-06-01 09:42:47, 0
   1612,2017-06-01 09:42:48, 60
   1613,2017-06-01 09:42:49, 120
   1614,2017-06-01 09:42:50, 0
   1615,2017-06-01 09:42:51, 0
   1616,2017-06-01 09:42:52, 0
   1617,2017-06-01 09:42:53, 0
   1618,2017-06-01 09:42:54, 0
   1619,2017-06-01 09:42:55, 0
   1620,2017-06-01 09:42:56, 0
   1621,2017-06-01 09:42:57, 0
   1622,2017-06-01 09:42:58, 0
   1623,2017-06-01 09:42:59, 0
   1624,2017-06-01 09:43:00, 60
   1625,2017-06-01 09:43:01, 0
   1626,2017-06-01 09:43:02, 60
   1627,2017-06-01 09:43:03, 0
   1628,2017-06-01 09:43:04, 60
   1629,2017-06-01 09:43:05, 0
   1630,2017-06-01 09:43:06, 0
   1631,2017-06-01 09:43:07, 0
   1632,2017-06-01 09:43:08, 0
   1633,2017-06-01 09:43:09, 0
   1634,2017-06-01 09:43:10, 0
   1635,2017-06-01 09:43:11, 0
   1636,2017-06-01 09:43:12, 0
   1637,2017-06-01 09:43:13, 0
   1638,2017-06-01 09:43:14, 0
   1639,2017-06-01 09:43:15, 60
   1640,2017-06-01 09:43:16, 0
   1641,2017-06-01 09:43:17, 0
   1642,2017-06-01 09:43:18, 0
   1643,2017-06-01 09:43:19, 0
   1644,2017-06-01 09:43:20, 0
   1645,2017-06-01 09:43:21, 0
   1646,2017-06-01 09:43:22, 0
   1647,2017-06-01 09:43:23, 0
   1648,2017-06-01 09:43:24, 0
   1649,2017-06-01 09:43:25, 60
   1650,2017-06-01 09:43:26, 0
   1651,2017-06-01 09:43:27, 0
   1652,2017-06-01 09:43:28, 0
   1653,2017-06-01 09:43:29, 0
   1654,2017-06-01 09:43:30, 0
   1655,2017-06-01 09:43:31, 0
   1656,2017-06-01 09:43:32, 120
   1657,2017-06-01 09:43:33, 60
   1658,2017-06-01 09:43:34, 60
   1659,2017-06-01 09:43:35, 60
   1660,2017-06-01 09:43:36, 0
   1661,2017-06-01 09:43:37, 0
   1662,2017-06-01 09:43:38, 0
   1663,2017-06-01 09:43:39, 0
   1664,2017-06-01 09:43:40, 60
   1665,2017-06-01 09:43:41, 0
   1666,2017-06-01 09:43:42, 0
   1667,2017-06-01 09:43:43, 60
   1668,2017-06-01 09:43:44, 0
   1669,2017-06-01 09:43:45, 60
   1670,2017-06-01 09:43:46, 0
   1671,2017-06-01 09:43:47, 120
   1672,2017-06-01 09:43:48, 0
   1673,2017-06-01 09:43:49, 60
   1674,2017-06-01 09:43:50, 0
   1675,2017-06-01 09:43:51, 0
   1676,2017-06-01 09:43:52, 0
   1677,2017-06-01 09:43:53, 60
   1678,2017-06-01 09:43:54, 0
   1679,2017-06-01 09:43:55, 60
   1680,2017-06-01 09:43:56, 0
   1681,2017-06-01 09:43:57, 0
   1682,2017-06-01 09:43:58, 0
   1683,2017-06-01 09:43:59, 0
   1684,2017-06-01 09:44:00, 0
   1685,2017-06-01 09:44:01, 60
   1686,2017-06-01 09:44:02, 60
   1687,2017-06-01 09:44:03, 180
   1688,2017-06-01 09:44:04, 0
   1689,2017-06-01 09:44:05, 60
   1690,2017-06-01 09:44:06, 0
   1691,2017-06-01 09:44:07, 0
   1692,2017-06-01 09:44:08, 60
   1693,2017-06-01 09:44:09, 60
   1694,2017-06-01 09:44:10, 0
   1695,2017-06-01 09:44:11, 0
   1696,2017-06-01 09:44:12, 0
   1697,2017-06-01 09:44:13, 0
   1698,2017-06-01 09:44:14, 0
   1699,2017-06-01 09:44:15, 0
   1700,2017-06-01 09:44:16, 0
   1701,2017-06-01 09:44:17, 60
   1702,2017-06-01 09:44:18, 0
   1703,2017-06-01 09:44:19, 0
   1704,2017-06-01 09:44:20, 0
   1705,2017-06-01 09:44:21, 0
   1706,2017-06-01 09:44:22, 0
   1707,2017-06-01 09:44:23, 0
   1708,2017-06-01 09:44:24, 0
   1709,2017-06-01 09:44:25, 0
   1710,2017-06-01 09:44:26, 0
   1711,2017-06-01 09:44:27, 0
   1712,2017-06-01 09:44:28, 0
   1713,2017-06-01 09:44:29, 0
   1714,2017-06-01 09:44:30, 0
   1715,2017-06-01 09:44:31, 0
   1716,2017-06-01 09:44:32, 0
   1717,2017-06-01 09:44:33, 60
   1718,2017-06-01 09:44:34, 0
   1719,2017-06-01 09:44:35, 60
   1720,2017-06-01 09:44:36, 60
   1721,2017-06-01 09:44:37, 0
   1722,2017-06-01 09:44:38, 60
   1723,2017-06-01 09:44:39, 0
   1724,2017-06-01 09:44:40, 0
   1725,2017-06-01 09:44:41, 0
   1726,2017-06-01 09:44:42, 60
   1727,2017-06-01 09:44:43, 0
   1728,2017-06-01 09:44:44, 120
   1729,2017-06-01 09:44:45, 0
   1730,2017-06-01 09:44:46, 0
   1731,2017-06-01 09:44:47, 0
   1732,2017-06-01 09:44:48, 0
   1733,2017-06-01 09:44:49, 60
   1734,2017-06-01 09:44:50, 0
   1735,2017-06-01 09:44:51, 0
   1736,2017-06-01 09:44:52, 0
   1737,2017-06-01 09:44:53, 0
   1738,2017-06-01 09:44:54, 0
   1739,2017-06-01 09:44:55, 0
   1740,2017-06-01 09:44:56, 60
   1741,2017-06-01 09:44:57, 0
   1742,2017-06-01 09:44:58, 0
   1743,2017-06-01 09:44:59, 0
   1744,2017-06-01 09:45:00, 120
   1745,2017-06-01 09:45:01, 60
   1746,2017-06-01 09:45:02, 0
   1747,2017-06-01 09:45:03, 0
   1748,2017-06-01 09:45:04, 0
   1749,2017-06-01 09:45:05, 0
   1750,2017-06-01 09:45:06, 0
   1751,2017-06-01 09:45:07, 0
   1752,2017-06-01 09:45:08, 0
   1753,2017-06-01 09:45:09, 60
   1754,2017-06-01 09:45:10, 60
   1755,2017-06-01 09:45:11, 60
   1756,2017-06-01 09:45:12, 0
   1757,2017-06-01 09:45:13, 60
   1758,2017-06-01 09:45:14, 0
   1759,2017-06-01 09:45:15, 0
   1760,2017-06-01 09:45:16, 0
   1761,2017-06-01 09:45:17, 0
   1762,2017-06-01 09:45:18, 60
   1763,2017-06-01 09:45:19, 60
   1764,2017-06-01 09:45:20, 0
   1765,2017-06-01 09:45:21, 0
   1766,2017-06-01 09:45:22, 0
   1767,2017-06-01 09:45:23, 0
   1768,2017-06-01 09:45:24, 0
   1769,2017-06-01 09:45:25, 0
   1770,2017-06-01 09:45:26, 0
   1771,2017-06-01 09:45:27, 60
   1772,2017-06-01 09:45:28, 60
   1773,2017-06-01 09:45:29, 0
   1774,2017-06-01 09:45:30, 0
   1775,2017-06-01 09:45:31, 0
   1776,2017-06-01 09:45:32, 0
   1777,2017-06-01 09:45:33, 0
   1778,2017-06-01 09:45:34, 0
   1779,2017-06-01 09:45:35, 0
   1780,2017-06-01 09:45:36, 60
   1781,2017-06-01 09:45:37, 60
   1782,2017-06-01 09:45:38, 0
   1783,2017-06-01 09:45:39, 60
   1784,2017-06-01 09:45:40, 0
   1785,2017-06-01 09:45:41, 60
   1786,2017-06-01 09:45:42, 0
   1787,2017-06-01 09:45:43, 0
   1788,2017-06-01 09:45:44, 0
   1789,2017-06-01 09:45:45, 0
   1790,2017-06-01 09:45:46, 0
   1791,2017-06-01 09:45:47, 0
   1792,2017-06-01 09:45:48, 0
   1793,2017-06-01 09:45:49, 0
   1794,2017-06-01 09:45:50, 0
   1795,2017-06-01 09:45:51, 0
   1796,2017-06-01 09:45:52, 0
   1797,2017-06-01 09:45:53, 60
   1798,2017-06-01 09:45:54, 0
   1799,2017-06-01 09:45:55, 0
   1800,2017-06-01 09:45:56, 0
   1801,2017-06-01 09:45:57, 0
   1802,2017-06-01 09:45:58, 0
   1803,2017-06-01 09:45:59, 0
   1804,2017-06-01 09:46:00, 0
   1805,2017-06-01 09:46:01, 0
   1806,2017-06-01 09:46:02, 0
   1807,2017-06-01 09:46:03, 0
   1808,2017-06-01 09:46:04, 60
   1809,2017-06-01 09:46:05, 0
   1810,2017-06-01 09:46:06, 0
   1811,2017-06-01 09:46:07, 0
   1812,2017-06-01 09:46:08, 0
   1813,2017-06-01 09:46:09, 0
   1814,2017-06-01 09:46:10, 120
   1815,2017-06-01 09:46:11, 0
   1816,2017-06-01 09:46:12, 60
   1817,2017-06-01 09:46:13, 60
   1818,2017-06-01 09:46:14, 0
   1819,2017-06-01 09:46:15, 0
   1820,2017-06-01 09:46:16, 60
   1821,2017-06-01 09:46:17, 0
   1822,2017-06-01 09:46:18, 0
   1823,2017-06-01 09:46:19, 60
   1824,2017-06-01 09:46:20, 0
   1825,2017-06-01 09:46:21, 60
   1826,2017-06-01 09:46:22, 0
   1827,2017-06-01 09:46:23, 60
   1828,2017-06-01 09:46:24, 0
   1829,2017-06-01 09:46:25, 60
   1830,2017-06-01 09:46:26, 0
   1831,2017-06-01 09:46:27, 0
   1832,2017-06-01 09:46:28, 0
   1833,2017-06-01 09:46:29, 0
   1834,2017-06-01 09:46:30, 120
   1835,2017-06-01 09:46:31, 0
   1836,2017-06-01 09:46:32, 0
   1837,2017-06-01 09:46:33, 0
   1838,2017-06-01 09:46:34, 0
   1839,2017-06-01 09:46:35, 0
   1840,2017-06-01 09:46:36, 0
   1841,2017-06-01 09:46:37, 0
   1842,2017-06-01 09:46:38, 0
   1843,2017-06-01 09:46:39, 0
   1844,2017-06-01 09:46:40, 0
   1845,2017-06-01 09:46:41, 0
   1846,2017-06-01 09:46:42, 120
   1847,2017-06-01 09:46:43, 60
   1848,2017-06-01 09:46:44, 0
   1849,2017-06-01 09:46:45, 0
   1850,2017-06-01 09:46:46, 60
   1851,2017-06-01 09:46:47, 120
   1852,2017-06-01 09:46:48, 0
   1853,2017-06-01 09:46:49, 0
   1854,2017-06-01 09:46:50, 0
   1855,2017-06-01 09:46:51, 0
   1856,2017-06-01 09:46:52, 0
   1857,2017-06-01 09:46:53, 0
   1858,2017-06-01 09:46:54, 60
   1859,2017-06-01 09:46:55, 0
   1860,2017-06-01 09:46:56, 0
   1861,2017-06-01 09:46:57, 0
   1862,2017-06-01 09:46:58, 0
   1863,2017-06-01 09:46:59, 0
   1864,2017-06-01 09:47:00, 0
   1865,2017-06-01 09:47:01, 0
   1866,2017-06-01 09:47:02, 0
   1867,2017-06-01 09:47:03, 60
   1868,2017-06-01 09:47:04, 0
   1869,2017-06-01 09:47:05, 0
   1870,2017-06-01 09:47:06, 60
   1871,2017-06-01 09:47:07, 0
   1872,2017-06-01 09:47:08, 0
   1873,2017-06-01 09:47:09, 0
   1874,2017-06-01 09:47:10, 120
   1875,2017-06-01 09:47:11, 60
   1876,2017-06-01 09:47:12, 0
   1877,2017-06-01 09:47:13, 60
   1878,2017-06-01 09:47:14, 120
   1879,2017-06-01 09:47:15, 60
   1880,2017-06-01 09:47:16, 0
   1881,2017-06-01 09:47:17, 0
   1882,2017-06-01 09:47:18, 0
   1883,2017-06-01 09:47:19, 60
   1884,2017-06-01 09:47:20, 0
   1885,2017-06-01 09:47:21, 0
   1886,2017-06-01 09:47:22, 0
   1887,2017-06-01 09:47:23, 0
   1888,2017-06-01 09:47:24, 60
   1889,2017-06-01 09:47:25, 0
   1890,2017-06-01 09:47:26, 60
   1891,2017-06-01 09:47:27, 0
   1892,2017-06-01 09:47:28, 0
   1893,2017-06-01 09:47:29, 0
   1894,2017-06-01 09:47:30, 60
   1895,2017-06-01 09:47:31, 0
   1896,2017-06-01 09:47:32, 0
   1897,2017-06-01 09:47:33, 60
   1898,2017-06-01 09:47:34, 0
   1899,2017-06-01 09:47:35, 0
   1900,2017-06-01 09:47:36, 60
   1901,2017-06-01 09:47:37, 60
   1902,2017-06-01 09:47:38, 60
   1903,2017-06-01 09:47:39, 0
   1904,2017-06-01 09:47:40, 0
   1905,2017-06-01 09:47:41, 0
   1906,2017-06-01 09:47:42, 0
   1907,2017-06-01 09:47:43, 0
   1908,2017-06-01 09:47:44, 60
   1909,2017-06-01 09:47:45, 0
   1910,2017-06-01 09:47:46, 0
   1911,2017-06-01 09:47:47, 0
   1912,2017-06-01 09:47:48, 0
   1913,2017-06-01 09:47:49, 0
   1914,2017-06-01 09:47:50, 0
   1915,2017-06-01 09:47:51, 60
   1916,2017-06-01 09:47:52, 0
   1917,2017-06-01 09:47:53, 0
   1918,2017-06-01 09:47:54, 0
   1919,2017-06-01 09:47:55, 0
   1920,2017-06-01 09:47:56, 0
   1921,2017-06-01 09:47:57, 0
   1922,2017-06-01 09:47:58, 120
   1923,2017-06-01 09:47:59, 60
   1924,2017-06-01 09:48:00, 0
   1925,2017-06-01 09:48:01, 0
   1926,2017-06-01 09:48:02, 0
   1927,2017-06-01 09:48:03, 60
   1928,2017-06-01 09:48:04, 0
   1929,2017-06-01 09:48:05, 0
   1930,2017-06-01 09:48:06, 60
   1931,2017-06-01 09:48:07, 0
   1932,2017-06-01 09:48:08, 0
   1933,2017-06-01 09:48:09, 60
   1934,2017-06-01 09:48:10, 0
   1935,2017-06-01 09:48:11, 0
   1936,2017-06-01 09:48:12, 60
   1937,2017-06-01 09:48:13, 0
   1938,2017-06-01 09:48:14, 0
   1939,2017-06-01 09:48:15, 60
   1940,2017-06-01 09:48:16, 0
   1941,2017-06-01 09:48:17, 0
   1942,2017-06-01 09:48:18, 60
   1943,2017-06-01 09:48:19, 0
   1944,2017-06-01 09:48:20, 0
   1945,2017-06-01 09:48:21, 0
   1946,2017-06-01 09:48:22, 0
   1947,2017-06-01 09:48:23, 0
   1948,2017-06-01 09:48:24, 0
   1949,2017-06-01 09:48:25, 0
   1950,2017-06-01 09:48:26, 0
   1951,2017-06-01 09:48:27, 0
   1952,2017-06-01 09:48:28, 0
   1953,2017-06-01 09:48:29, 0
   1954,2017-06-01 09:48:30, 0
   1955,2017-06-01 09:48:31, 0
   1956,2017-06-01 09:48:32, 0
   1957,2017-06-01 09:48:33, 0
   1958,2017-06-01 09:48:34, 0
   1959,2017-06-01 09:48:35, 0
   1960,2017-06-01 09:48:36, 60
   1961,2017-06-01 09:48:37, 0
   1962,2017-06-01 09:48:38, 0
   1963,2017-06-01 09:48:39, 0
   1964,2017-06-01 09:48:40, 180
   1965,2017-06-01 09:48:41, 0
   1966,2017-06-01 09:48:42, 60
   1967,2017-06-01 09:48:43, 60
   1968,2017-06-01 09:48:44, 0
   1969,2017-06-01 09:48:45, 0
   1970,2017-06-01 09:48:46, 60
   1971,2017-06-01 09:48:47, 0
   1972,2017-06-01 09:48:48, 0
   1973,2017-06-01 09:48:49, 0
   1974,2017-06-01 09:48:50, 0
   1975,2017-06-01 09:48:51, 0
   1976,2017-06-01 09:48:52, 0
   1977,2017-06-01 09:48:53, 0
   1978,2017-06-01 09:48:54, 0
   1979,2017-06-01 09:48:55, 0
   1980,2017-06-01 09:48:56, 120
   1981,2017-06-01 09:48:57, 60
   1982,2017-06-01 09:48:58, 60
   1983,2017-06-01 09:48:59, 0
   1984,2017-06-01 09:49:00, 0
   1985,2017-06-01 09:49:01, 0
   1986,2017-06-01 09:49:02, 60
   1987,2017-06-01 09:49:03, 0
   1988,2017-06-01 09:49:04, 0
   1989,2017-06-01 09:49:05, 0
   1990,2017-06-01 09:49:06, 0
   1991,2017-06-01 09:49:07, 0
   1992,2017-06-01 09:49:08, 60
   1993,2017-06-01 09:49:09, 60
   1994,2017-06-01 09:49:10, 0
   1995,2017-06-01 09:49:11, 0
   1996,2017-06-01 09:49:12, 0
   1997,2017-06-01 09:49:13, 60
   1998,2017-06-01 09:49:14, 0
   1999,2017-06-01 09:49:15, 60
   2000,2017-06-01 09:49:16, 0
   2001,2017-06-01 09:49:17, 0
   2002,2017-06-01 09:49:18, 60
   2003,2017-06-01 09:49:19, 0
   2004,2017-06-01 09:49:20, 0
   2005,2017-06-01 09:49:21, 0
   2006,2017-06-01 09:49:22, 60
   2007,2017-06-01 09:49:23, 60
   2008,2017-06-01 09:49:24, 0
   2009,2017-06-01 09:49:25, 0
   2010,2017-06-01 09:49:26, 0
   2011,2017-06-01 09:49:27, 0
   2012,2017-06-01 09:49:28, 0
   2013,2017-06-01 09:49:29, 0
   2014,2017-06-01 09:49:30, 60
   2015,2017-06-01 09:49:31, 60
   2016,2017-06-01 09:49:32, 0
   2017,2017-06-01 09:49:33, 0
   2018,2017-06-01 09:49:34, 0
   2019,2017-06-01 09:49:35, 0
   2020,2017-06-01 09:49:36, 0
   2021,2017-06-01 09:49:37, 0
   2022,2017-06-01 09:49:38, 0
   2023,2017-06-01 09:49:39, 0
   2024,2017-06-01 09:49:40, 0
   2025,2017-06-01 09:49:41, 0
   2026,2017-06-01 09:49:42, 0
   2027,2017-06-01 09:49:43, 0
   2028,2017-06-01 09:49:44, 0
   2029,2017-06-01 09:49:45, 60
   2030,2017-06-01 09:49:46, 60
   2031,2017-06-01 09:49:47, 0
   2032,2017-06-01 09:49:48, 0
   2033,2017-06-01 09:49:49, 0
   2034,2017-06-01 09:49:50, 60
   2035,2017-06-01 09:49:51, 0
   2036,2017-06-01 09:49:52, 60
   2037,2017-06-01 09:49:53, 0
   2038,2017-06-01 09:49:54, 0
   2039,2017-06-01 09:49:55, 0
   2040,2017-06-01 09:49:56, 0
   2041,2017-06-01 09:49:57, 120
   2042,2017-06-01 09:49:58, 0
   2043,2017-06-01 09:49:59, 0
   2044,2017-06-01 09:50:00, 60
   2045,2017-06-01 09:50:01, 60
   2046,2017-06-01 09:50:02, 0
   2047,2017-06-01 09:50:03, 0
   2048,2017-06-01 09:50:04, 0
   2049,2017-06-01 09:50:05, 0
   2050,2017-06-01 09:50:06, 0
   2051,2017-06-01 09:50:07, 0
   2052,2017-06-01 09:50:08, 0
   2053,2017-06-01 09:50:09, 0
   2054,2017-06-01 09:50:10, 0
   2055,2017-06-01 09:50:11, 0
   2056,2017-06-01 09:50:12, 0
   2057,2017-06-01 09:50:13, 0
   2058,2017-06-01 09:50:14, 0
   2059,2017-06-01 09:50:15, 60
   2060,2017-06-01 09:50:16, 0
   2061,2017-06-01 09:50:17, 60
   2062,2017-06-01 09:50:18, 0
   2063,2017-06-01 09:50:19, 0
   2064,2017-06-01 09:50:20, 0
   2065,2017-06-01 09:50:21, 0
   2066,2017-06-01 09:50:22, 0
   2067,2017-06-01 09:50:23, 0
   2068,2017-06-01 09:50:24, 0
   2069,2017-06-01 09:50:25, 0
   2070,2017-06-01 09:50:26, 0
   2071,2017-06-01 09:50:27, 0
   2072,2017-06-01 09:50:28, 0
   2073,2017-06-01 09:50:29, 0
   2074,2017-06-01 09:50:30, 120
   2075,2017-06-01 09:50:31, 60
   2076,2017-06-01 09:50:32, 60
   2077,2017-06-01 09:50:33, 0
   2078,2017-06-01 09:50:34, 0
   2079,2017-06-01 09:50:35, 60
   2080,2017-06-01 09:50:36, 0
   2081,2017-06-01 09:50:37, 0
   2082,2017-06-01 09:50:38, 0
   2083,2017-06-01 09:50:39, 0
   2084,2017-06-01 09:50:40, 0
   2085,2017-06-01 09:50:41, 60
   2086,2017-06-01 09:50:42, 60
   2087,2017-06-01 09:50:43, 0
   2088,2017-06-01 09:50:44, 0
   2089,2017-06-01 09:50:45, 0
   2090,2017-06-01 09:50:46, 60
   2091,2017-06-01 09:50:47, 120
   2092,2017-06-01 09:50:48, 0
   2093,2017-06-01 09:50:49, 0
   2094,2017-06-01 09:50:50, 0
   2095,2017-06-01 09:50:51, 0
   2096,2017-06-01 09:50:52, 0
   2097,2017-06-01 09:50:53, 60
   2098,2017-06-01 09:50:54, 0
   2099,2017-06-01 09:50:55, 60
   2100,2017-06-01 09:50:56, 0
   2101,2017-06-01 09:50:57, 0
   2102,2017-06-01 09:50:58, 0
   2103,2017-06-01 09:50:59, 0
   2104,2017-06-01 09:51:00, 0
   2105,2017-06-01 09:51:01, 60
   2106,2017-06-01 09:51:02, 0
   2107,2017-06-01 09:51:03, 0
   2108,2017-06-01 09:51:04, 60
   2109,2017-06-01 09:51:05, 0
   2110,2017-06-01 09:51:06, 0
   2111,2017-06-01 09:51:07, 0
   2112,2017-06-01 09:51:08, 60
   2113,2017-06-01 09:51:09, 60
   2114,2017-06-01 09:51:10, 0
   2115,2017-06-01 09:51:11, 0
   2116,2017-06-01 09:51:12, 0
   2117,2017-06-01 09:51:13, 0
   2118,2017-06-01 09:51:14, 0
   2119,2017-06-01 09:51:15, 0
   2120,2017-06-01 09:51:16, 0
   2121,2017-06-01 09:51:17, 120
   2122,2017-06-01 09:51:18, 60
   2123,2017-06-01 09:51:19, 0
   2124,2017-06-01 09:51:20, 120
   2125,2017-06-01 09:51:21, 60
   2126,2017-06-01 09:51:22, 0
