#HEADER,2017-06-01 09:15:25, Logfile newly created as 'background-darkness-CPS.log'
#LOGGING with cycle 1.0 sec, and mode 'CPS', using device 'GMC-300E Plus v4.20'
    723,2017-06-01 09:27:59, 0
    724,2017-06-01 09:28:00, 0
    725,2017-06-01 09:28:01, 0
    726,2017-06-01 09:28:02, 60
    727,2017-06-01 09:28:03, 0
    728,2017-06-01 09:28:04, 120
    729,2017-06-01 09:28:05, 0
    730,2017-06-01 09:28:06, 60
    731,2017-06-01 09:28:07, 0
    732,2017-06-01 09:28:08, 60
    733,2017-06-01 09:28:09, 0
    734,2017-06-01 09:28:10, 0
    735,2017-06-01 09:28:11, 120
    736,2017-06-01 09:28:12, 0
    737,2017-06-01 09:28:13, 60
    738,2017-06-01 09:28:14, 60
    739,2017-06-01 09:28:15, 0
    740,2017-06-01 09:28:16, 0
    741,2017-06-01 09:28:17, 0
    742,2017-06-01 09:28:18, 0
    743,2017-06-01 09:28:19, 60
    744,2017-06-01 09:28:20, 60
    745,2017-06-01 09:28:21, 0
    746,2017-06-01 09:28:22, 0
    747,2017-06-01 09:28:23, 0
    748,2017-06-01 09:28:24, 60
    749,2017-06-01 09:28:25, 60
    750,2017-06-01 09:28:26, 60
    751,2017-06-01 09:28:27, 0
    752,2017-06-01 09:28:28, 0
    753,2017-06-01 09:28:29, 0
    754,2017-06-01 09:28:30, 60
    755,2017-06-01 09:28:31, 60
    756,2017-06-01 09:28:32, 60
    757,2017-06-01 09:28:33, 0
    758,2017-06-01 09:28:34, 0
    759,2017-06-01 09:28:35, 0
    760,2017-06-01 09:28:36, 0
    761,2017-06-01 09:28:37, 60
    762,2017-06-01 09:28:38, 0
    763,2017-06-01 09:28:39, 0
    764,2017-06-01 09:28:40, 120
    765,2017-06-01 09:28:41, 0
    766,2017-06-01 09:28:42, 120
    767,2017-06-01 09:28:43, 0
    768,2017-06-01 09:28:44, 60
    769,2017-06-01 09:28:45, 0
    770,2017-06-01 09:28:46, 0
    771,2017-06-01 09:28:47, 0
    772,2017-06-01 09:28:48, 0
    773,2017-06-01 09:28:49, 0
    774,2017-06-01 09:28:50, 0
    775,2017-06-01 09:28:51, 0
    776,2017-06-01 09:28:52, 60
    777,2017-06-01 09:28:53, 60
    778,2017-06-01 09:28:54, 0
    779,2017-06-01 09:28:55, 0
    780,2017-06-01 09:28:56, 0
    781,2017-06-01 09:28:57, 60
    782,2017-06-01 09:28:58, 60
    783,2017-06-01 09:28:59, 60
    784,2017-06-01 09:29:00, 0
    785,2017-06-01 09:29:01, 0
    786,2017-06-01 09:29:02, 60
    787,2017-06-01 09:29:03, 60
    788,2017-06-01 09:29:04, 0
    789,2017-06-01 09:29:05, 0
    790,2017-06-01 09:29:06, 0
    791,2017-06-01 09:29:07, 0
    792,2017-06-01 09:29:08, 0
    793,2017-06-01 09:29:09, 120
    794,2017-06-01 09:29:10, 0
    795,2017-06-01 09:29:11, 0
    796,2017-06-01 09:29:12, 60
    797,2017-06-01 09:29:13, 0
    798,2017-06-01 09:29:14, 60
    799,2017-06-01 09:29:15, 120
    800,2017-06-01 09:29:16, 60
    801,2017-06-01 09:29:17, 120
    802,2017-06-01 09:29:18, 0
    803,2017-06-01 09:29:19, 0
    804,2017-06-01 09:29:20, 0
    805,2017-06-01 09:29:21, 0
    806,2017-06-01 09:29:22, 60
    807,2017-06-01 09:29:23, 0
    808,2017-06-01 09:29:24, 0
    809,2017-06-01 09:29:25, 0
    810,2017-06-01 09:29:26, 0
    811,2017-06-01 09:29:27, 60
    812,2017-06-01 09:29:28, 60
    813,2017-06-01 09:29:29, 60
    814,2017-06-01 09:29:30, 0
    815,2017-06-01 09:29:31, 0
    816,2017-06-01 09:29:32, 0
    817,2017-06-01 09:29:33, 120
    818,2017-06-01 09:29:34, 0
    819,2017-06-01 09:29:35, 60
    820,2017-06-01 09:29:36, 0
    821,2017-06-01 09:29:37, 60
    822,2017-06-01 09:29:38, 0
    823,2017-06-01 09:29:39, 60
    824,2017-06-01 09:29:40, 60
    825,2017-06-01 09:29:41, 0
    826,2017-06-01 09:29:42, 0
    827,2017-06-01 09:29:43, 0
    828,2017-06-01 09:29:44, 0
    829,2017-06-01 09:29:45, 0
    830,2017-06-01 09:29:46, 0
    831,2017-06-01 09:29:47, 0
    832,2017-06-01 09:29:48, 0
    833,2017-06-01 09:29:49, 0
    834,2017-06-01 09:29:50, 0
    835,2017-06-01 09:29:51, 0
    836,2017-06-01 09:29:52, 0
    837,2017-06-01 09:29:53, 60
    838,2017-06-01 09:29:54, 0
    839,2017-06-01 09:29:55, 60
    840,2017-06-01 09:29:56, 0
    841,2017-06-01 09:29:57, 0
    842,2017-06-01 09:29:58, 0
    843,2017-06-01 09:29:59, 0
    844,2017-06-01 09:30:00, 0
    845,2017-06-01 09:30:01, 60
    846,2017-06-01 09:30:02, 120
    847,2017-06-01 09:30:03, 0
    848,2017-06-01 09:30:04, 0
    849,2017-06-01 09:30:05, 0
    850,2017-06-01 09:30:06, 0
    851,2017-06-01 09:30:07, 0
    852,2017-06-01 09:30:08, 0
    853,2017-06-01 09:30:09, 0
    854,2017-06-01 09:30:10, 0
    855,2017-06-01 09:30:11, 0
    856,2017-06-01 09:30:12, 60
    857,2017-06-01 09:30:13, 0
    858,2017-06-01 09:30:14, 0
    859,2017-06-01 09:30:15, 60
    860,2017-06-01 09:30:16, 0
    861,2017-06-01 09:30:17, 0
    862,2017-06-01 09:30:18, 60
    863,2017-06-01 09:30:19, 0
    864,2017-06-01 09:30:20, 0
    865,2017-06-01 09:30:21, 60
    866,2017-06-01 09:30:22, 0
    867,2017-06-01 09:30:23, 0
    868,2017-06-01 09:30:24, 0
    869,2017-06-01 09:30:25, 0
    870,2017-06-01 09:30:26, 0
    871,2017-06-01 09:30:27, 60
    872,2017-06-01 09:30:28, 0
    873,2017-06-01 09:30:29, 60
    874,2017-06-01 09:30:30, 0
    875,2017-06-01 09:30:31, 0
    876,2017-06-01 09:30:32, 60
    877,2017-06-01 09:30:33, 0
    878,2017-06-01 09:30:34, 60
    879,2017-06-01 09:30:35, 0
    880,2017-06-01 09:30:36, 0
    881,2017-06-01 09:30:37, 0
    882,2017-06-01 09:30:38, 0
    883,2017-06-01 09:30:39, 0
    884,2017-06-01 09:30:40, 0
    885,2017-06-01 09:30:41, 60
    886,2017-06-01 09:30:42, 60
    887,2017-06-01 09:30:43, 60
    888,2017-06-01 09:30:44, 0
    889,2017-06-01 09:30:45, 0
    890,2017-06-01 09:30:46, 0
    891,2017-06-01 09:30:47, 0
    892,2017-06-01 09:30:48, 0
    893,2017-06-01 09:30:49, 60
    894,2017-06-01 09:30:50, 0
    895,2017-06-01 09:30:51, 0
    896,2017-06-01 09:30:52, 60
    897,2017-06-01 09:30:53, 0
    898,2017-06-01 09:30:54, 60
    899,2017-06-01 09:30:55, 60
    900,2017-06-01 09:30:56, 0
    901,2017-06-01 09:30:57, 60
    902,2017-06-01 09:30:58, 0
    903,2017-06-01 09:30:59, 0
    904,2017-06-01 09:31:00, 0
    905,2017-06-01 09:31:01, 60
    906,2017-06-01 09:31:02, 0
    907,2017-06-01 09:31:03, 0
    908,2017-06-01 09:31:04, 0
    909,2017-06-01 09:31:05, 0
    910,2017-06-01 09:31:06, 0
    911,2017-06-01 09:31:07, 0
    912,2017-06-01 09:31:08, 60
    913,2017-06-01 09:31:09, 60
    914,2017-06-01 09:31:10, 60
    915,2017-06-01 09:31:11, 60
    916,2017-06-01 09:31:12, 60
    917,2017-06-01 09:31:13, 0
    918,2017-06-01 09:31:14, 0
    919,2017-06-01 09:31:15, 0
    920,2017-06-01 09:31:16, 60
    921,2017-06-01 09:31:17, 0
    922,2017-06-01 09:31:18, 120
    923,2017-06-01 09:31:19, 0
    924,2017-06-01 09:31:20, 0
    925,2017-06-01 09:31:21, 60
    926,2017-06-01 09:31:22, 60
    927,2017-06-01 09:31:23, 60
    928,2017-06-01 09:31:24, 60
    929,2017-06-01 09:31:25, 0
    930,2017-06-01 09:31:26, 0
    931,2017-06-01 09:31:27, 0
    932,2017-06-01 09:31:28, 60
    933,2017-06-01 09:31:29, 0
    934,2017-06-01 09:31:30, 0
    935,2017-06-01 09:31:31, 0
    936,2017-06-01 09:31:32, 0
    937,2017-06-01 09:31:33, 0
    938,2017-06-01 09:31:34, 0
    939,2017-06-01 09:31:35, 0
    940,2017-06-01 09:31:36, 60
    941,2017-06-01 09:31:37, 0
    942,2017-06-01 09:31:38, 0
    943,2017-06-01 09:31:39, 60
    944,2017-06-01 09:31:40, 120
    945,2017-06-01 09:31:41, 0
    946,2017-06-01 09:31:42, 60
    947,2017-06-01 09:31:43, 60
    948,2017-06-01 09:31:44, 60
    949,2017-06-01 09:31:45, 0
    950,2017-06-01 09:31:46, 0
    951,2017-06-01 09:31:47, 60
    952,2017-06-01 09:31:48, 120
    953,2017-06-01 09:31:49, 0
    954,2017-06-01 09:31:50, 0
    955,2017-06-01 09:31:51, 60
    956,2017-06-01 09:31:52, 60
    957,2017-06-01 09:31:53, 0
    958,2017-06-01 09:31:54, 0
    959,2017-06-01 09:31:55, 180
    960,2017-06-01 09:31:56, 60
    961,2017-06-01 09:31:57, 0
    962,2017-06-01 09:31:58, 0
    963,2017-06-01 09:31:59, 0
    964,2017-06-01 09:32:00, 0
    965,2017-06-01 09:32:01, 0
    966,2017-06-01 09:32:02, 120
    967,2017-06-01 09:32:03, 60
    968,2017-06-01 09:32:04, 60
    969,2017-06-01 09:32:05, 60
    970,2017-06-01 09:32:06, 0
    971,2017-06-01 09:32:07, 0
    972,2017-06-01 09:32:08, 0
    973,2017-06-01 09:32:09, 0
    974,2017-06-01 09:32:10, 0
    975,2017-06-01 09:32:11, 0
    976,2017-06-01 09:32:12, 0
    977,2017-06-01 09:32:13, 60
    978,2017-06-01 09:32:14, 0
    979,2017-06-01 09:32:15, 0
    980,2017-06-01 09:32:16, 0
    981,2017-06-01 09:32:17, 0
    982,2017-06-01 09:32:18, 60
    983,2017-06-01 09:32:19, 0
    984,2017-06-01 09:32:20, 60
    985,2017-06-01 09:32:21, 60
    986,2017-06-01 09:32:22, 0
    987,2017-06-01 09:32:23, 0
    988,2017-06-01 09:32:24, 0
    989,2017-06-01 09:32:25, 60
    990,2017-06-01 09:32:26, 0
    991,2017-06-01 09:32:27, 0
    992,2017-06-01 09:32:28, 0
    993,2017-06-01 09:32:29, 60
    994,2017-06-01 09:32:30, 0
    995,2017-06-01 09:32:31, 0
    996,2017-06-01 09:32:32, 0
    997,2017-06-01 09:32:33, 0
    998,2017-06-01 09:32:34, 60
    999,2017-06-01 09:32:35, 0
   1000,2017-06-01 09:32:36, 0
   1001,2017-06-01 09:32:37, 0
   1002,2017-06-01 09:32:38, 0
   1003,2017-06-01 09:32:39, 0
   1004,2017-06-01 09:32:40, 0
   1005,2017-06-01 09:32:41, 0
   1006,2017-06-01 09:32:42, 60
   1007,2017-06-01 09:32:43, 0
   1008,2017-06-01 09:32:44, 60
   1009,2017-06-01 09:32:45, 60
   1010,2017-06-01 09:32:46, 0
   1011,2017-06-01 09:32:47, 0
   1012,2017-06-01 09:32:48, 0
   1013,2017-06-01 09:32:49, 120
   1014,2017-06-01 09:32:50, 0
   1015,2017-06-01 09:32:51, 0
   1016,2017-06-01 09:32:52, 0
   1017,2017-06-01 09:32:53, 0
   1018,2017-06-01 09:32:54, 0
   1019,2017-06-01 09:32:55, 60
   1020,2017-06-01 09:32:56, 0
   1021,2017-06-01 09:32:57, 60
   1022,2017-06-01 09:32:58, 0
   1023,2017-06-01 09:32:59, 0
   1024,2017-06-01 09:33:00, 0
   1025,2017-06-01 09:33:01, 0
   1026,2017-06-01 09:33:02, 0
   1027,2017-06-01 09:33:03, 0
   1028,2017-06-01 09:33:04, 60
   1029,2017-06-01 09:33:05, 0
   1030,2017-06-01 09:33:06, 0
   1031,2017-06-01 09:33:07, 0
   1032,2017-06-01 09:33:08, 0
   1033,2017-06-01 09:33:09, 0
   1034,2017-06-01 09:33:10, 0
   1035,2017-06-01 09:33:11, 60
   1036,2017-06-01 09:33:12, 0
   1037,2017-06-01 09:33:13, 60
   1038,2017-06-01 09:33:14, 0
   1039,2017-06-01 09:33:15, 60
   1040,2017-06-01 09:33:16, 0
   1041,2017-06-01 09:33:17, 0
   1042,2017-06-01 09:33:18, 60
   1043,2017-06-01 09:33:19, 60
   1044,2017-06-01 09:33:20, 0
   1045,2017-06-01 09:33:21, 60
   1046,2017-06-01 09:33:22, 0
   1047,2017-06-01 09:33:23, 0
   1048,2017-06-01 09:33:24, 0
   1049,2017-06-01 09:33:25, 0
   1050,2017-06-01 09:33:26, 0
   1051,2017-06-01 09:33:27, 0
   1052,2017-06-01 09:33:28, 0
   1053,2017-06-01 09:33:29, 0
   1054,2017-06-01 09:33:30, 0
   1055,2017-06-01 09:33:31, 60
   1056,2017-06-01 09:33:32, 0
   1057,2017-06-01 09:33:33, 120
   1058,2017-06-01 09:33:34, 0
   1059,2017-06-01 09:33:35, 0
   1060,2017-06-01 09:33:36, 0
   1061,2017-06-01 09:33:37, 60
   1062,2017-06-01 09:33:38, 60
   1063,2017-06-01 09:33:39, 0
   1064,2017-06-01 09:33:40, 0
   1065,2017-06-01 09:33:41, 0
   1066,2017-06-01 09:33:42, 0
   1067,2017-06-01 09:33:43, 0
   1068,2017-06-01 09:33:44, 0
   1069,2017-06-01 09:33:45, 120
   1070,2017-06-01 09:33:46, 0
   1071,2017-06-01 09:33:47, 0
   1072,2017-06-01 09:33:48, 0
   1073,2017-06-01 09:33:49, 0
   1074,2017-06-01 09:33:50, 0
   1075,2017-06-01 09:33:51, 0
   1076,2017-06-01 09:33:52, 60
   1077,2017-06-01 09:33:53, 0
   1078,2017-06-01 09:33:54, 60
   1079,2017-06-01 09:33:55, 0
   1080,2017-06-01 09:33:56, 0
   1081,2017-06-01 09:33:57, 0
   1082,2017-06-01 09:33:58, 60
   1083,2017-06-01 09:33:59, 0
   1084,2017-06-01 09:34:00, 0
   1085,2017-06-01 09:34:01, 0
   1086,2017-06-01 09:34:02, 60
   1087,2017-06-01 09:34:03, 60
   1088,2017-06-01 09:34:04, 60
   1089,2017-06-01 09:34:05, 60
   1090,2017-06-01 09:34:06, 0
   1091,2017-06-01 09:34:07, 60
   1092,2017-06-01 09:34:08, 0
   1093,2017-06-01 09:34:09, 0
   1094,2017-06-01 09:34:10, 0
   1095,2017-06-01 09:34:11, 0
   1096,2017-06-01 09:34:12, 0
   1097,2017-06-01 09:34:13, 0
   1098,2017-06-01 09:34:14, 0
   1099,2017-06-01 09:34:15, 60
   1100,2017-06-01 09:34:16, 0
   1101,2017-06-01 09:34:17, 60
   1102,2017-06-01 09:34:18, 0
   1103,2017-06-01 09:34:19, 0
   1104,2017-06-01 09:34:20, 0
   1105,2017-06-01 09:34:21, 0
   1106,2017-06-01 09:34:22, 0
   1107,2017-06-01 09:34:23, 60
   1108,2017-06-01 09:34:24, 0
   1109,2017-06-01 09:34:25, 60
   1110,2017-06-01 09:34:26, 0
   1111,2017-06-01 09:34:27, 0
   1112,2017-06-01 09:34:28, 60
   1113,2017-06-01 09:34:29, 0
   1114,2017-06-01 09:34:30, 60
   1115,2017-06-01 09:34:31, 120
   1116,2017-06-01 09:34:32, 0
   1117,2017-06-01 09:34:33, 0
   1118,2017-06-01 09:34:34, 0
   1119,2017-06-01 09:34:35, 0
   1120,2017-06-01 09:34:36, 60
   1121,2017-06-01 09:34:37, 0
   1122,2017-06-01 09:34:38, 60
   1123,2017-06-01 09:34:39, 60
   1124,2017-06-01 09:34:40, 0
   1125,2017-06-01 09:34:41, 0
   1126,2017-06-01 09:34:42, 0
   1127,2017-06-01 09:34:43, 0
   1128,2017-06-01 09:34:44, 60
   1129,2017-06-01 09:34:45, 60
   1130,2017-06-01 09:34:46, 120
   1131,2017-06-01 09:34:47, 60
   1132,2017-06-01 09:34:48, 0
   1133,2017-06-01 09:34:49, 60
   1134,2017-06-01 09:34:50, 0
   1135,2017-06-01 09:34:51, 60
   1136,2017-06-01 09:34:52, 60
   1137,2017-06-01 09:34:53, 0
   1138,2017-06-01 09:34:54, 0
   1139,2017-06-01 09:34:55, 60
   1140,2017-06-01 09:34:56, 0
   1141,2017-06-01 09:34:57, 0
   1142,2017-06-01 09:34:58, 0
   1143,2017-06-01 09:34:59, 0
   1144,2017-06-01 09:35:00, 0
   1145,2017-06-01 09:35:01, 120
   1146,2017-06-01 09:35:02, 0
   1147,2017-06-01 09:35:03, 0
   1148,2017-06-01 09:35:04, 0
   1149,2017-06-01 09:35:05, 60
   1150,2017-06-01 09:35:06, 0
   1151,2017-06-01 09:35:07, 60
   1152,2017-06-01 09:35:08, 0
   1153,2017-06-01 09:35:09, 60
   1154,2017-06-01 09:35:10, 0
   1155,2017-06-01 09:35:11, 0
   1156,2017-06-01 09:35:12, 60
   1157,2017-06-01 09:35:13, 60
   1158,2017-06-01 09:35:14, 120
   1159,2017-06-01 09:35:15, 0
   1160,2017-06-01 09:35:16, 0
   1161,2017-06-01 09:35:17, 60
   1162,2017-06-01 09:35:18, 0
   1163,2017-06-01 09:35:19, 60
   1164,2017-06-01 09:35:20, 60
   1165,2017-06-01 09:35:21, 0
   1166,2017-06-01 09:35:22, 0
   1167,2017-06-01 09:35:23, 0
   1168,2017-06-01 09:35:24, 0
   1169,2017-06-01 09:35:25, 0
   1170,2017-06-01 09:35:26, 0
   1171,2017-06-01 09:35:27, 0
   1172,2017-06-01 09:35:28, 0
   1173,2017-06-01 09:35:29, 0
   1174,2017-06-01 09:35:30, 0
   1175,2017-06-01 09:35:31, 0
   1176,2017-06-01 09:35:32, 60
   1177,2017-06-01 09:35:33, 0
   1178,2017-06-01 09:35:34, 0
   1179,2017-06-01 09:35:35, 0
   1180,2017-06-01 09:35:36, 60
   1181,2017-06-01 09:35:37, 0
   1182,2017-06-01 09:35:38, 0
   1183,2017-06-01 09:35:39, 60
   1184,2017-06-01 09:35:40, 60
   1185,2017-06-01 09:35:41, 0
   1186,2017-06-01 09:35:42, 0
   1187,2017-06-01 09:35:43, 0
   1188,2017-06-01 09:35:44, 60
   1189,2017-06-01 09:35:45, 0
   1190,2017-06-01 09:35:46, 0
   1191,2017-06-01 09:35:47, 0
   1192,2017-06-01 09:35:48, 60
   1193,2017-06-01 09:35:49, 0
   1194,2017-06-01 09:35:50, 0
   1195,2017-06-01 09:35:51, 0
   1196,2017-06-01 09:35:52, 0
   1197,2017-06-01 09:35:53, 0
   1198,2017-06-01 09:35:54, 180
   1199,2017-06-01 09:35:55, 0
   1200,2017-06-01 09:35:56, 0
   1201,2017-06-01 09:35:57, 0
   1202,2017-06-01 09:35:58, 0
   1203,2017-06-01 09:35:59, 0
   1204,2017-06-01 09:36:00, 0
   1205,2017-06-01 09:36:01, 0
   1206,2017-06-01 09:36:02, 180
   1207,2017-06-01 09:36:03, 0
   1208,2017-06-01 09:36:04, 0
   1209,2017-06-01 09:36:05, 0
   1210,2017-06-01 09:36:06, 60
   1211,2017-06-01 09:36:07, 0
   1212,2017-06-01 09:36:08, 0
   1213,2017-06-01 09:36:09, 0
   1214,2017-06-01 09:36:10, 0
   1215,2017-06-01 09:36:11, 0
   1216,2017-06-01 09:36:12, 0
   1217,2017-06-01 09:36:13, 0
   1218,2017-06-01 09:36:14, 0
   1219,2017-06-01 09:36:15, 60
   1220,2017-06-01 09:36:16, 0
   1221,2017-06-01 09:36:17, 0
   1222,2017-06-01 09:36:18, 60
   1223,2017-06-01 09:36:19, 0
   1224,2017-06-01 09:36:20, 0
   1225,2017-06-01 09:36:21, 0
   1226,2017-06-01 09:36:22, 60
   1227,2017-06-01 09:36:23, 60
   1228,2017-06-01 09:36:24, 60
   1229,2017-06-01 09:36:25, 0
   1230,2017-06-01 09:36:26, 120
   1231,2017-06-01 09:36:27, 0
   1232,2017-06-01 09:36:28, 0
   1233,2017-06-01 09:36:29, 60
   1234,2017-06-01 09:36:30, 60
   1235,2017-06-01 09:36:31, 0
   1236,2017-06-01 09:36:32, 0
   1237,2017-06-01 09:36:33, 60
   1238,2017-06-01 09:36:34, 0
   1239,2017-06-01 09:36:35, 240
   1240,2017-06-01 09:36:36, 60
   1241,2017-06-01 09:36:37, 0
   1242,2017-06-01 09:36:38, 0
   1243,2017-06-01 09:36:39, 0
   1244,2017-06-01 09:36:40, 0
   1245,2017-06-01 09:36:41, 0
   1246,2017-06-01 09:36:42, 0
   1247,2017-06-01 09:36:43, 0
   1248,2017-06-01 09:36:44, 60
   1249,2017-06-01 09:36:45, 0
   1250,2017-06-01 09:36:46, 0
   1251,2017-06-01 09:36:47, 0
   1252,2017-06-01 09:36:48, 0
   1253,2017-06-01 09:36:49, 0
   1254,2017-06-01 09:36:50, 0
   1255,2017-06-01 09:36:51, 60
   1256,2017-06-01 09:36:52, 0
   1257,2017-06-01 09:36:53, 120
   1258,2017-06-01 09:36:54, 0
   1259,2017-06-01 09:36:55, 0
   1260,2017-06-01 09:36:56, 120
   1261,2017-06-01 09:36:57, 0
   1262,2017-06-01 09:36:58, 0
   1263,2017-06-01 09:36:59, 0
   1264,2017-06-01 09:37:00, 0
   1265,2017-06-01 09:37:01, 0
   1266,2017-06-01 09:37:02, 0
   1267,2017-06-01 09:37:03, 60
   1268,2017-06-01 09:37:04, 0
   1269,2017-06-01 09:37:05, 0
   1270,2017-06-01 09:37:06, 0
   1271,2017-06-01 09:37:07, 0
   1272,2017-06-01 09:37:08, 0
   1273,2017-06-01 09:37:09, 0
   1274,2017-06-01 09:37:10, 60
   1275,2017-06-01 09:37:11, 0
   1276,2017-06-01 09:37:12, 0
   1277,2017-06-01 09:37:13, 0
   1278,2017-06-01 09:37:14, 0
   1279,2017-06-01 09:37:15, 60
   1280,2017-06-01 09:37:16, 0
   1281,2017-06-01 09:37:17, 60
   1282,2017-06-01 09:37:18, 0
   1283,2017-06-01 09:37:19, 0
   1284,2017-06-01 09:37:20, 0
   1285,2017-06-01 09:37:21, 0
   1286,2017-06-01 09:37:22, 0
   1287,2017-06-01 09:37:23, 0
   1288,2017-06-01 09:37:24, 0
   1289,2017-06-01 09:37:25, 0
   1290,2017-06-01 09:37:26, 0
   1291,2017-06-01 09:37:27, 60
   1292,2017-06-01 09:37:28, 60
   1293,2017-06-01 09:37:29, 0
   1294,2017-06-01 09:37:30, 0
   1295,2017-06-01 09:37:31, 60
   1296,2017-06-01 09:37:32, 0
   1297,2017-06-01 09:37:33, 0
   1298,2017-06-01 09:37:34, 0
   1299,2017-06-01 09:37:35, 0
   1300,2017-06-01 09:37:36, 0
   1301,2017-06-01 09:37:37, 0
   1302,2017-06-01 09:37:38, 0
   1303,2017-06-01 09:37:39, 60
   1304,2017-06-01 09:37:40, 0
   1305,2017-06-01 09:37:41, 0
   1306,2017-06-01 09:37:42, 0
   1307,2017-06-01 09:37:43, 0
   1308,2017-06-01 09:37:44, 0
   1309,2017-06-01 09:37:45, 0
   1310,2017-06-01 09:37:46, 0
   1311,2017-06-01 09:37:47, 0
   1312,2017-06-01 09:37:48, 120
   1313,2017-06-01 09:37:49, 60
   1314,2017-06-01 09:37:50, 60
   1315,2017-06-01 09:37:51, 0
   1316,2017-06-01 09:37:52, 0
   1317,2017-06-01 09:37:53, 0
   1318,2017-06-01 09:37:54, 60
   1319,2017-06-01 09:37:55, 0
   1320,2017-06-01 09:37:56, 60
   1321,2017-06-01 09:37:57, 0
   1322,2017-06-01 09:37:58, 60
   1323,2017-06-01 09:37:59, 0
   1324,2017-06-01 09:38:00, 60
   1325,2017-06-01 09:38:01, 0
   1326,2017-06-01 09:38:02, 0
   1327,2017-06-01 09:38:03, 60
   1328,2017-06-01 09:38:04, 0
   1329,2017-06-01 09:38:05, 60
   1330,2017-06-01 09:38:06, 0
   1331,2017-06-01 09:38:07, 0
   1332,2017-06-01 09:38:08, 0
   1333,2017-06-01 09:38:09, 0
   1334,2017-06-01 09:38:10, 0
   1335,2017-06-01 09:38:11, 0
   1336,2017-06-01 09:38:12, 0
   1337,2017-06-01 09:38:13, 0
   1338,2017-06-01 09:38:14, 0
   1339,2017-06-01 09:38:15, 0
   1340,2017-06-01 09:38:16, 0
   1341,2017-06-01 09:38:17, 0
   1342,2017-06-01 09:38:18, 60
   1343,2017-06-01 09:38:19, 0
   1344,2017-06-01 09:38:20, 0
   1345,2017-06-01 09:38:21, 0
   1346,2017-06-01 09:38:22, 0
   1347,2017-06-01 09:38:23, 0
   1348,2017-06-01 09:38:24, 0
   1349,2017-06-01 09:38:25, 120
   1350,2017-06-01 09:38:26, 0
   1351,2017-06-01 09:38:27, 60
   1352,2017-06-01 09:38:28, 0
   1353,2017-06-01 09:38:29, 0
   1354,2017-06-01 09:38:30, 0
   1355,2017-06-01 09:38:31, 0
   1356,2017-06-01 09:38:32, 60
   1357,2017-06-01 09:38:33, 0
   1358,2017-06-01 09:38:34, 0
   1359,2017-06-01 09:38:35, 0
   1360,2017-06-01 09:38:36, 60
   1361,2017-06-01 09:38:37, 60
   1362,2017-06-01 09:38:38, 0
   1363,2017-06-01 09:38:39, 0
   1364,2017-06-01 09:38:40, 60
   1365,2017-06-01 09:38:41, 0
   1366,2017-06-01 09:38:42, 0
   1367,2017-06-01 09:38:43, 60
   1368,2017-06-01 09:38:44, 0
   1369,2017-06-01 09:38:45, 0
   1370,2017-06-01 09:38:46, 0
   1371,2017-06-01 09:38:47, 60
   1372,2017-06-01 09:38:48, 0
   1373,2017-06-01 09:38:49, 0
   1374,2017-06-01 09:38:50, 60
   1375,2017-06-01 09:38:51, 0
   1376,2017-06-01 09:38:52, 0
   1377,2017-06-01 09:38:53, 0
   1378,2017-06-01 09:38:54, 0
   1379,2017-06-01 09:38:55, 0
   1380,2017-06-01 09:38:56, 0
   1381,2017-06-01 09:38:57, 0
   1382,2017-06-01 09:38:58, 0
   1383,2017-06-01 09:38:59, 0
   1384,2017-06-01 09:39:00, 60
   1385,2017-06-01 09:39:01, 0
   1386,2017-06-01 09:39:02, 60
   1387,2017-06-01 09:39:03, 60
   1388,2017-06-01 09:39:04, 0
   1389,2017-06-01 09:39:05, 0
   1390,2017-06-01 09:39:06, 0
   1391,2017-06-01 09:39:07, 60
   1392,2017-06-01 09:39:08, 0
   1393,2017-06-01 09:39:09, 0
   1394,2017-06-01 09:39:10, 0
   1395,2017-06-01 09:39:11, 0
   1396,2017-06-01 09:39:12, 0
   1397,2017-06-01 09:39:13, 60
   1398,2017-06-01 09:39:14, 60
   1399,2017-06-01 09:39:15, 60
   1400,2017-06-01 09:39:16, 60
   1401,2017-06-01 09:39:17, 0
   1402,2017-06-01 09:39:18, 0
   1403,2017-06-01 09:39:19, 120
   1404,2017-06-01 09:39:20, 0
   1405,2017-06-01 09:39:21, 0
   1406,2017-06-01 09:39:22, 0
   1407,2017-06-01 09:39:23, 0
   1408,2017-06-01 09:39:24, 0
   1409,2017-06-01 09:39:25, 60
   1410,2017-06-01 09:39:26, 0
   1411,2017-06-01 09:39:27, 0
   1412,2017-06-01 09:39:28, 0
   1413,2017-06-01 09:39:29, 0
   1414,2017-06-01 09:39:30, 0
   1415,2017-06-01 09:39:31, 0
   1416,2017-06-01 09:39:32, 0
   1417,2017-06-01 09:39:33, 0
   1418,2017-06-01 09:39:34, 60
   1419,2017-06-01 09:39:35, 0
   1420,2017-06-01 09:39:36, 0
   1421,2017-06-01 09:39:37, 0
   1422,2017-06-01 09:39:38, 0
   1423,2017-06-01 09:39:39, 0
   1424,2017-06-01 09:39:40, 0
   1425,2017-06-01 09:39:41, 0
   1426,2017-06-01 09:39:42, 0
   1427,2017-06-01 09:39:43, 0
   1428,2017-06-01 09:39:44, 60
   1429,2017-06-01 09:39:45, 0
   1430,2017-06-01 09:39:46, 0
   1431,2017-06-01 09:39:47, 0
